LGA_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
LGA15800,2311,2354,4664,2325,2370,4695,2237,2313,4551,1064,491,1558,978,514,1486,941,510,1450,172,527,691,175,491,669,223,525,744,99,93,194,76,89,169,59,73,139,60,78,131,96,51,148,81,48,128,1393,1182,2573,1329,1146,2472,1304,1158,2463,743,1019,1757,742,964,1704,710,945,1648,4.2,6.3,5.2,7.2,4.5,6,6,4.2,5.2,60.3,50.2,55.2,57.1,48.4,52.7,58.4,50,54.1,57.8,47,52.3,52.9,46.2,49.5,54.9,47.9,51.3,24,10,32,20,20,36,35,28,59,9,32,44,9,34,45,17,40,56,86,192,277,91,227,316,112,260,370,71,138,212,93,187,280,102,190,292,491,229,720,520,249,768,523,300,817,21,61,75,34,44,75,33,53,78,22,42,67,34,57,95,27,50,80,531,327,857,586,350,938,573,406,978,2383,2442,4823,2150,2198,4343,2192,2238,4429,314,315,635,359,355,710,300,326,623,1735,1707,3437,1614,1630,3242,1552,1580,3130,783,847,1633,745,802,1540,785,856,1640
LGA15850,2472,2542,5013,2501,2565,5070,2488,2520,5013,1247,612,1860,1084,619,1699,1113,621,1734,207,549,757,213,518,735,211,522,737,125,86,204,93,63,154,73,105,181,88,84,175,121,81,206,65,60,121,1658,1335,2997,1505,1285,2791,1466,1310,2773,673,1065,1742,740,1026,1762,706,873,1579,5.3,6.4,5.8,8,6.5,7.3,4.3,4.5,4.4,67.2,52.6,59.8,60.3,50.1,55.1,58.7,51.9,55.3,63.7,49.2,56.3,55.4,46.8,51.1,56.2,49.6,52.9,27,18,41,17,27,41,18,35,57,9,32,42,16,28,44,11,38,53,92,247,341,101,290,395,137,311,448,97,182,275,113,206,319,102,221,316,540,266,807,612,319,925,624,328,946,20,41,63,34,47,82,29,51,79,28,58,86,40,60,97,31,57,87,591,367,954,679,423,1106,676,436,1112,2644,2672,5318,2510,2450,4960,2393,2299,4685,433,449,881,312,390,705,337,348,687,1893,1850,3747,1855,1788,3638,1747,1670,3416,936,1029,1959,799,882,1683,796,855,1653
LGA15900,60038,63187,123225,63050,66156,129214,68894,72624,141514,27433,15533,42963,26865,16537,43398,29004,19451,48453,7229,15721,22945,8572,17244,25815,11308,20204,31512,2087,2263,4350,1631,2188,3815,2637,3462,6096,2369,1913,4285,3344,2489,5830,2638,1757,4392,39113,35426,74542,40407,38456,78862,45583,44873,90454,17597,24830,42428,18926,23719,42639,19656,24050,43710,6.1,5.4,5.7,8.3,6.5,7.4,5.8,3.9,4.9,65.1,56.1,60.5,64.1,58.1,61,66.2,61.8,63.9,61.2,53,57,58.8,54.4,56.5,62.3,59.4,60.8,2414,2082,4497,3260,3303,6562,4505,4968,9473,715,1224,1939,889,1596,2489,1197,2321,3516,7838,9988,17830,9084,12137,21223,11693,15388,27087,3993,5462,9457,4732,6541,11265,5283,7203,12487,14479,6040,20514,15110,7257,22367,15701,8680,24387,586,1028,1613,599,949,1550,692,1065,1753,657,1342,1999,1007,1642,2647,1017,1584,2598,15719,8408,24127,16713,9848,26565,17409,11329,28740,56858,59313,116167,57657,59253,116905,63770,65809,129582,11663,12085,23741,12822,13462,26284,14149,15064,29212,37030,39019,76049,37575,38973,76552,40108,41374,81482,27427,28522,55946,30277,31542,61824,33973,35815,69781
LGA15950,26177,29171,55350,27603,31511,59116,28029,32198,60221,15438,12745,28183,16231,13704,29933,15362,13817,29180,2821,5082,7900,3095,5786,8882,3567,5572,9139,714,985,1708,622,1006,1624,1148,1720,2861,743,703,1449,743,818,1561,784,712,1487,19720,19517,39236,20688,21318,42004,20859,21809,42671,4033,7348,11384,4645,7802,12451,5913,8974,14888,3.8,3.6,3.7,3.6,3.8,3.7,3.7,3.2,3.5,75.3,66.9,70.9,75,67.6,71.1,74.4,67.7,70.9,72.5,64.5,68.3,72.3,65,68.4,71.6,65.5,68.4,3572,3428,7005,4477,4614,9093,5327,5696,11020,683,1123,1804,792,1287,2077,893,1549,2443,8694,9539,18230,9505,10955,20458,10330,12011,22342,2344,3443,5789,2358,3416,5777,2358,3358,5713,1895,1131,3032,1916,1125,3042,1923,1165,3089,114,207,325,102,203,309,119,189,312,257,531,785,363,657,1012,369,624,991,2264,1868,4137,2376,1981,4362,2404,1984,4390,20118,22549,42669,21652,24560,46204,23204,25987,49189,6428,7049,13480,6578,7254,13830,7488,8564,16054,9824,11567,21386,10805,12832,23642,12174,14270,26448,15454,16718,32169,16650,18344,34994,17151,19020,36170
LGA15990,92104,98284,190391,97851,105173,203023,103861,110961,214822,48920,27924,76837,50934,30350,81285,47514,31470,78987,11978,26320,38298,13397,29259,42658,16555,27543,44098,2990,3507,6494,2510,3232,5736,5432,7711,13145,2328,2089,4415,2365,2273,4640,2473,2034,4513,66211,59835,126051,69204,65118,134321,71976,68759,140732,21443,34099,55548,23371,34172,57544,28054,37880,65932,3.5,3.5,3.5,3.4,3.5,3.5,3.4,3,3.2,71.9,60.9,66.2,70.7,61.9,66.2,69.3,62,65.5,69.4,58.8,63.9,68.3,59.8,63.9,66.9,60.1,63.4,5824,4879,10706,7596,7016,14613,9780,9541,19314,1498,2582,4080,1797,3135,4937,2110,3927,6038,18426,20509,38931,21311,24793,46099,25514,30221,55730,9322,13484,22808,9653,14180,23831,10105,14773,24872,18203,6683,24886,18517,7354,25865,18495,7604,26095,685,1268,1948,621,1111,1727,621,1311,1930,1491,2670,4165,2046,3533,5577,2103,3453,5561,20381,10623,31000,21179,12001,33171,21223,12362,33585,92866,97397,190261,97139,101660,198802,105429,110078,215507,16889,17601,34486,16114,16923,33037,17683,18556,36241,60319,63793,124116,63809,67133,130944,70824,74510,145337,42038,44017,86060,45262,47470,92728,46415,48355,94773
LGA16100,2103,1921,4019,2281,2096,4377,2435,2190,4626,1061,443,1506,962,455,1417,1025,532,1557,165,490,659,200,497,691,225,475,700,89,62,152,68,64,132,105,88,193,59,57,123,78,63,132,48,40,89,1376,1055,2437,1303,1077,2377,1402,1135,2539,634,779,1412,736,806,1542,754,806,1565,4.5,5.6,5,5.8,5.5,5.7,3.5,3.5,3.5,65.6,55.1,60.6,57.2,51.2,54.3,57.6,52,54.9,62.6,52,57.6,53.8,48.4,51.2,55.6,50.2,53,35,39,76,31,35,65,60,49,112,13,17,37,19,36,54,17,46,67,87,166,262,106,202,307,158,283,435,87,142,230,113,170,288,114,197,312,592,213,801,604,202,806,688,277,957,16,34,48,27,51,78,27,37,59,30,60,93,39,76,115,35,60,97,640,300,941,671,325,996,742,370,1111,2106,1978,4081,1973,1910,3887,2158,2042,4199,300,301,602,326,312,636,295,299,594,1528,1452,2981,1397,1342,2740,1476,1394,2866,726,685,1412,787,764,1551,862,858,1715
LGA16150,14239,15394,29631,15143,16659,31802,16253,17878,34134,7271,4053,11326,6966,4388,11347,7721,5218,12940,1369,3519,4886,1620,3862,5483,1999,4340,6343,465,569,1035,456,523,973,482,681,1165,417,379,802,646,549,1202,407,339,748,9525,8524,18045,9683,9324,19011,10613,10581,21195,3823,6109,9929,4414,6279,10693,4636,6256,10891,4.4,4.5,4.4,6.7,5.9,6.3,3.8,3.2,3.5,66.9,55.3,60.9,63.9,56,59.8,65.3,59.2,62.1,64,52.9,58.2,59.7,52.7,56,62.8,57.3,59.9,360,276,635,498,493,990,737,805,1539,147,247,396,192,391,578,228,496,724,1248,1882,3126,1522,2439,3962,1916,3076,4994,797,1378,2174,994,1673,2669,1166,1872,3043,3578,1761,5341,3848,2194,6042,4177,2624,6803,171,338,511,183,294,472,175,316,495,156,366,529,250,529,782,233,507,738,3911,2468,6375,4279,3017,7300,4585,3450,8032,14130,15029,29159,14489,15366,29853,16380,17404,33779,3049,3239,6290,3211,3394,6606,3191,3358,6550,9070,9648,18716,9155,9622,18772,9815,10474,20284,6770,7356,14121,7529,8263,15787,8443,9147,17590
LGA16200,5540,5778,11318,5683,5978,11664,5636,5792,11429,2579,1267,3852,2411,1237,3644,2480,1466,3947,481,1274,1751,536,1273,1806,570,1310,1882,216,218,432,184,209,390,176,186,366,169,139,311,259,208,468,211,117,336,3443,2898,6346,3385,2924,6311,3440,3088,6528,1700,2510,4202,1743,2451,4192,1730,2294,4017,4.9,4.9,4.9,7.6,7.1,7.4,6.2,3.9,5.1,62.2,50.2,56,59.6,48.9,54.1,61.1,53.3,57.1,59.1,47.7,53.3,55,45.4,50.1,57.3,51.2,54.2,54,55,106,65,72,137,85,115,200,35,44,80,42,68,117,44,87,129,248,490,741,294,553,848,329,661,992,188,391,581,250,470,718,273,473,747,1411,670,2082,1491,813,2299,1491,966,2454,58,115,177,66,138,205,64,107,170,61,130,188,96,183,272,84,174,253,1533,917,2447,1649,1133,2779,1638,1238,2880,5745,5904,11652,5506,5619,11128,5598,5712,11308,896,953,1846,845,912,1751,855,873,1728,3967,4050,8013,3924,3947,7870,3820,3891,7711,2192,2348,4539,2090,2267,4361,2221,2359,4573
LGA16260,79332,79966,159296,91842,92712,184548,104821,105266,210087,38791,23670,62464,44617,27463,72081,42916,31251,74165,9383,15684,25068,11457,18298,29751,14082,19240,33328,2334,2528,4863,2229,2533,4759,8346,7201,15548,2914,2918,5838,3973,4043,8023,3788,3689,7470,53423,44803,98229,62276,52329,114612,69135,61379,130510,21418,31052,52472,24166,35113,59279,30431,38869,69297,5.5,6.5,5.9,6.4,7.7,7,5.5,6,5.7,67.3,56,61.7,67.8,56.4,62.1,66,58.3,62.1,63.7,52.4,58,63.5,52.1,57.8,62.3,54.8,58.6,7788,6106,13894,11127,10097,21221,15926,15197,31116,1167,1601,2762,1509,2134,3648,1894,2896,4783,15663,17118,32781,21065,22687,43752,27543,29388,56928,7028,8303,15333,7810,9278,17086,9345,10730,20074,11231,4586,15822,11241,5212,16453,11489,6005,17501,538,930,1466,457,844,1296,603,957,1566,928,1633,2562,1356,2045,3402,1352,2133,3480,12701,7147,19845,13053,8098,21156,13446,9098,22545,75048,76774,151827,81895,84190,166089,95639,96909,192542,14347,14053,28404,20008,19216,39222,24682,23980,48662,46413,48560,94973,48626,50983,99606,53897,56080,109980,37186,36875,74060,48407,47297,95697,59595,58238,117835
LGA16350,68298,71460,139759,75702,79075,154779,83835,87711,171550,37584,21377,58955,40381,23856,64239,35756,24496,60248,6442,16343,22782,7826,17962,25788,11132,17608,28740,2776,2710,5492,2168,2666,4833,6306,6792,13100,2600,2456,5056,2865,2878,5743,2578,2304,4881,49393,42886,92279,53238,47363,100607,55771,51202,106975,15549,25328,40881,18127,27206,45331,23141,31313,54453,5.3,5.7,5.5,5.4,6.1,5.7,4.6,4.5,4.6,72.3,60,66,70.3,59.9,65,66.5,58.4,62.4,68.5,56.6,62.4,66.5,56.3,61.3,63.5,55.7,59.5,1222,1190,2413,2055,2323,4382,3221,3838,7065,450,749,1196,552,1054,1603,762,1570,2333,4538,6654,11196,5873,8861,14733,8107,12151,20257,4108,5783,9888,5228,7771,12997,6105,9096,15202,18247,7900,26145,20019,10260,30272,21759,12262,34023,689,1484,2173,610,1398,2003,776,1528,2300,800,1689,2496,1349,2130,3483,1343,2112,3452,19737,11079,30814,21973,13784,35759,23876,15895,39772,72808,75062,147872,75178,77435,152613,86132,88123,174252,9701,10344,20043,12231,12834,25066,13224,14004,27227,50899,52321,103222,51106,52183,103288,55857,56921,112772,25616,27188,52803,31886,33996,65879,36910,39084,75991
LGA16380,28346,31403,59750,30996,34453,65442,34462,38436,72905,9724,5778,15502,10327,6328,16656,11512,7745,19259,3483,6944,10426,3716,7605,11319,4822,9235,14061,793,900,1692,794,885,1675,995,1281,2275,1160,886,2048,1166,988,2146,982,805,1789,15163,14506,29672,15997,15802,31801,18309,19073,37384,11695,15450,27142,12868,16430,29295,14335,17488,31821,7.7,6.1,6.9,7.3,6.2,6.8,5.4,4.2,4.8,53.5,46.2,49.7,51.6,45.9,48.6,53.1,49.6,51.3,49.4,43.4,46.2,47.9,43,45.3,50.3,47.5,48.8,481,380,861,677,683,1361,1076,1212,2291,293,443,743,353,647,1001,476,943,1419,2112,2956,5062,2628,3794,6427,3346,5320,8667,1874,2932,4805,2239,3732,5972,2691,4372,7064,8224,3759,11989,9021,4415,13439,10169,5806,15970,277,648,926,325,690,1019,361,771,1140,398,884,1281,584,1241,1827,707,1221,1926,8899,5293,14194,9932,6348,16280,11232,7799,19035,27672,30018,57689,28710,31208,59924,33037,35943,68982,5354,5888,11245,5409,5947,11360,5969,6603,12569,17733,19150,36890,18389,19843,38234,20737,22290,43029,13413,14871,28282,14601,16124,30726,16525,18677,35207
LGA16400,25455,26724,52176,27932,29106,57045,30471,31914,62387,10802,5125,15925,10612,5315,15927,10924,5866,16790,2664,6263,8925,3109,6897,10007,3726,7658,11384,884,870,1760,812,861,1671,1296,1510,2812,913,856,1769,1161,987,2149,940,686,1632,15257,13119,28373,15690,14063,29754,16887,15724,32614,8658,12178,20838,10080,12944,23025,11843,14466,26308,6,6.5,6.2,7.4,7,7.2,5.6,4.4,5,60,49.1,54.4,56.2,48.3,52.2,55.4,49.3,52.3,56.4,45.9,51,52,44.9,48.4,52.3,47.1,49.7,394,344,734,525,521,1043,759,844,1602,174,318,492,238,399,630,326,676,1002,1551,2221,3772,1814,2812,4627,2341,3618,5961,1762,2286,4049,2057,3013,5073,2486,3542,6028,8005,3223,11231,8945,4025,12967,9700,5082,14782,228,556,784,289,582,873,323,659,981,289,711,1000,546,976,1532,524,1005,1527,8528,4489,13017,9776,5589,15369,10550,6745,17292,25351,26196,51550,26147,26729,52881,29552,30568,60121,4453,4755,9204,4782,5005,9790,5042,5249,10283,16443,17172,33616,17127,17459,34578,18962,19447,38408,11474,11921,23398,12670,13106,25778,14089,14825,28913
LGA16490,20754,20802,41556,22441,22622,45066,25445,25495,50943,11966,7887,19850,11959,8137,20096,13845,9710,23555,2236,4768,7003,2498,5093,7593,3266,5851,9123,841,1007,1855,768,932,1700,872,1237,2114,461,365,826,665,566,1235,601,500,1096,15506,14032,29536,15894,14736,30622,18590,17299,35883,3974,5761,9736,4857,6297,11152,5515,6957,12475,3,2.6,2.8,4.2,3.8,4,3.2,2.9,3.1,74.7,67.5,71.1,70.8,65.1,68,73,67.9,70.4,72.5,65.7,69.1,67.9,62.6,65.2,70.7,65.9,68.3,1262,881,2146,1515,1214,2728,2313,2057,4370,434,650,1077,466,797,1258,585,1037,1628,2300,3164,5460,2631,3745,6377,3487,4866,8353,1619,2106,3722,1964,2522,4483,2373,2957,5325,4698,2018,6716,5208,2352,7556,5820,2983,8805,170,334,502,170,367,537,228,369,596,216,496,711,295,589,880,338,568,903,5084,2842,7929,5668,3306,8976,6385,3921,10301,20724,20763,41486,21288,21072,42362,25185,24923,50104,3733,3882,7616,3990,4047,8040,4652,4572,9226,13278,13244,26525,13989,13844,27837,15716,15469,31188,9586,9839,19432,10113,10338,20451,12371,12364,24740
LGA16550,53354,56138,109485,58497,61202,119700,54825,58759,113579,24104,17753,41861,25846,19259,45105,23269,19409,42675,6214,11396,17609,7108,12849,19962,7733,11901,19636,1634,1922,3549,1324,1884,3213,2964,3804,6764,1953,1685,3635,2044,1999,4042,1677,1405,3083,33901,32754,66655,36328,35998,72322,35640,36520,72162,15155,19387,34542,17645,20643,38288,15808,18974,34775,5.8,5.1,5.5,5.6,5.6,5.6,4.7,3.9,4.3,63.5,58.4,60.9,62.1,58.8,60.4,65,62.1,63.5,59.9,55.4,57.6,58.6,55.6,57,62,59.8,60.8,4839,4660,9497,6239,6409,12650,7179,7689,14866,745,1398,2140,952,1660,2610,989,1938,2931,11049,13330,24375,13267,16329,29599,13812,17565,31380,3745,5520,9269,4050,5854,9904,4133,6056,10189,7145,2839,9986,7441,2966,10409,7391,3063,10458,280,481,763,249,462,720,285,481,770,525,987,1511,781,1242,2030,764,1208,1971,7959,4310,12264,8475,4677,13152,8438,4756,13192,45660,48762,94422,47667,50834,98495,47705,51147,98850,10843,11677,22521,12779,13569,26345,12492,13433,25927,27261,29866,57125,28361,31111,59472,29968,32778,62750,25860,27336,53202,30229,31357,61582,27330,29080,56407
LGA16610,8552,8897,17449,9098,9345,18439,9466,9788,19254,3200,1588,4792,2876,1646,4520,3074,1924,4999,882,1844,2723,1225,1996,3220,1251,2176,3428,304,279,578,246,276,525,331,369,699,399,304,704,401,294,692,244,208,449,4785,4013,8802,4743,4211,8958,4904,4669,9571,3267,4436,7700,3574,4380,7955,3612,4192,7810,8.4,7.6,8,8.4,7,7.7,5,4.4,4.7,56,45.1,50.4,52.1,45.1,48.6,51.8,47.7,49.7,51.3,41.7,46.4,47.8,41.9,44.8,49.2,45.6,47.4,57,58,122,80,85,165,121,142,259,43,82,128,52,95,145,61,148,214,331,595,924,365,706,1079,465,913,1375,305,536,839,346,744,1092,401,844,1245,2189,1025,3209,2424,1303,3723,2476,1624,4101,108,190,302,101,220,320,113,189,297,73,187,254,149,261,410,135,260,400,2368,1400,3770,2670,1783,4455,2724,2077,4799,8796,9001,17798,8750,8889,17635,8953,9237,18188,1421,1512,2934,1388,1465,2858,1357,1406,2766,6027,6044,12064,6229,6286,12505,6257,6349,12606,3469,3778,7248,3401,3524,6928,3562,3843,7403
LGA16700,41140,44780,85921,46723,50620,97336,52218,55936,108154,20225,13367,33596,22478,15328,37800,22917,17480,40389,4935,9197,14131,6094,10729,16824,7435,10832,18269,1191,1386,2582,1115,1505,2616,3205,3702,6904,1534,1523,3055,2013,1846,3859,1845,1651,3495,27886,25471,53361,31705,29404,61106,35400,33658,69053,11246,17224,28471,12918,18915,31835,14525,19793,34314,5.5,6,5.7,6.4,6.3,6.3,5.2,4.9,5.1,67.8,56.9,62.1,67.9,58.1,62.8,67.8,60.2,63.8,64.1,53.5,58.5,63.5,54.4,58.8,64.3,57.2,60.6,4055,3613,7672,5793,5797,11592,8024,8216,16245,666,1062,1721,730,1267,1996,949,1729,2680,8987,10238,19223,11669,13080,24748,14786,16489,31273,3701,4725,8431,4025,5226,9246,4547,5684,10236,5882,2354,8241,5825,2647,8474,5907,2959,8869,245,458,709,241,441,681,273,484,763,465,992,1457,676,1250,1927,733,1297,2022,6594,3811,10404,6739,4339,11081,6914,4740,11651,39982,42507,82494,42549,45057,87600,48222,50912,99139,7279,7780,15065,9857,10525,20383,11669,11913,23585,25951,27872,53823,26771,28569,55337,28597,30404,59001,18400,19604,38004,23644,24990,48633,28271,29474,57745
LGA16900,24217,25829,50046,26460,28393,54853,29670,31983,61655,11474,5300,16772,11787,5869,17655,11918,6880,18795,2401,6339,8737,2889,7439,10331,3742,7713,11455,958,946,1903,775,847,1620,1836,2443,4277,1024,963,1985,1139,1063,2200,881,685,1565,15850,13545,29397,16587,15215,31812,18371,17720,36088,7373,11308,18687,8407,11577,19978,9760,12772,22532,6.5,7.1,6.8,6.9,7,6.9,4.8,3.9,4.3,65.5,52.4,58.7,62.7,53.6,58,61.9,55.4,58.5,61.2,48.7,54.8,58.4,49.9,54,59,53.3,56,289,259,548,426,502,923,696,848,1547,138,261,396,190,420,610,261,656,918,1203,1929,3133,1590,2603,4189,2216,3704,5923,1491,2022,3509,1917,2796,4714,2319,3583,5899,7502,3319,10824,8379,4138,12516,9583,5382,14966,223,537,755,251,552,804,292,628,927,305,766,1071,481,965,1444,489,1057,1544,8035,4619,12655,9107,5661,14761,10366,7067,17434,26128,27155,53284,26679,27954,54639,30240,31606,61845,3590,3918,7509,3944,4218,8162,4687,5099,9790,18468,19117,37583,18785,19541,38324,20281,21098,41375,9280,10072,19357,10442,11326,21767,12682,13798,26482
