UCL_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
UCL115029,0,3,0,0,0,3,0,0,0,9,18,102,79,85,69,55,27,41,7,474,0,5,4,0,0,3,0,3,0,14,0,0,0,0,3,0,0,4,0,7,3,3,0,3,13,9,4,16,0,57,0,0,0,0,7,3,0,0,0,11,0,6,3,4,9,23,8,27,0,83,0,0,0,3,8,3,3,6,0,19,4,23,8,13,10,4,9,7,0,73,3,48,15,16,7,8,5,8,0,106,0,0,10,3,4,5,3,10,0,35,0,3,0,3,0,3,0,0,0,10,0,0,5,0,0,4,0,3,0,12,0,3,3,3,3,6,0,0,0,17,4,13,9,7,10,9,5,6,3,71,0,16,6,3,5,8,5,0,0,43,3,0,3,4,18,7,17,7,0,66,0,14,13,15,10,19,3,15,3,87,0,14,28,41,24,19,11,8,0,139,5,4,8,4,3,7,0,4,0,23
UCL115030,0,3,0,0,0,0,0,3,3,8,23,78,78,71,56,54,28,53,4,445,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,8,9,13,0,44,0,0,3,3,0,3,0,0,0,9,3,3,5,3,13,40,12,17,3,106,0,3,0,0,6,5,3,3,0,20,3,19,13,11,12,3,3,4,0,69,3,19,6,3,3,3,4,4,0,35,0,4,0,6,14,12,3,7,0,56,0,0,3,0,7,3,7,5,0,20,0,0,0,0,7,3,3,7,0,22,0,0,0,0,0,4,3,0,0,15,3,19,7,17,11,19,7,15,0,100,3,4,4,8,4,10,3,3,3,31,6,6,3,3,19,27,4,10,0,87,3,15,11,13,11,9,14,9,0,96,3,14,31,21,13,24,8,16,0,122,3,4,0,10,5,8,0,5,0,32
UCL115031,0,5,3,3,0,7,5,0,6,32,60,108,73,112,189,154,79,95,10,875,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,0,3,6,0,11,0,4,0,4,14,16,11,14,0,62,0,0,0,3,3,3,3,4,0,21,6,6,9,13,11,60,20,58,0,184,0,4,0,0,4,8,8,13,0,37,7,32,11,16,17,16,10,9,0,118,3,35,5,13,3,12,4,15,0,96,5,3,7,6,13,7,6,17,0,62,5,0,0,3,8,4,10,3,0,36,3,0,0,3,14,12,3,3,0,32,0,5,0,4,5,3,4,5,0,35,3,8,4,10,27,17,22,22,0,116,0,6,0,7,13,3,7,7,0,47,29,13,20,27,136,115,59,80,8,488,10,13,11,18,30,29,20,14,3,143,14,15,7,18,33,15,10,20,0,128,0,0,0,6,0,3,0,0,0,14
UCL115032,0,0,0,8,3,3,0,0,4,19,20,51,57,78,96,58,25,19,11,408,0,0,0,0,4,0,0,0,0,15,0,0,0,0,0,7,5,6,0,24,0,0,6,8,37,16,14,22,0,103,0,0,0,0,3,0,0,9,0,10,6,6,0,7,16,33,20,26,4,115,0,0,0,0,7,6,7,3,0,22,3,17,20,15,27,19,3,5,0,115,0,18,0,9,5,0,0,3,0,40,5,3,3,3,4,10,8,20,3,53,0,0,0,0,3,0,0,0,0,3,0,0,0,3,5,0,0,0,0,13,0,0,3,0,0,5,0,0,0,10,0,0,3,0,3,5,3,0,0,24,0,3,0,3,5,0,0,4,0,22,3,0,7,4,14,14,10,3,0,55,0,3,6,16,16,4,7,7,0,57,8,8,14,23,22,16,3,7,3,97,0,3,0,0,4,0,0,0,0,8
UCL115033,0,8,0,0,4,0,0,0,4,14,36,104,89,124,157,69,39,53,11,685,0,0,0,0,3,3,0,8,0,19,0,0,0,0,0,0,3,3,3,15,3,8,0,8,33,18,15,11,0,88,0,0,0,0,6,4,3,0,0,17,3,4,5,12,27,21,7,31,0,102,3,3,3,3,9,3,6,5,0,39,8,36,25,21,32,24,24,11,3,186,4,31,9,22,8,10,3,6,0,98,0,0,0,8,17,14,11,18,0,67,0,0,0,0,0,7,5,4,0,16,0,0,0,4,6,8,5,3,0,28,0,0,4,0,11,7,3,3,0,34,4,7,9,7,11,13,3,4,0,60,0,3,5,5,7,5,0,3,0,35,5,3,5,3,29,11,12,9,0,79,8,14,10,34,30,20,12,48,3,177,8,18,24,47,59,38,14,12,0,216,0,5,0,0,0,0,3,0,0,15
UCL115034,3,4,0,0,0,5,0,0,6,22,24,106,76,97,80,70,19,53,9,536,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,0,14,10,6,17,0,50,0,0,0,0,4,0,3,6,0,16,3,5,7,9,20,43,10,32,0,129,0,0,3,0,0,5,0,6,0,11,6,49,10,23,26,14,8,11,0,141,3,20,9,8,11,3,0,9,0,62,0,4,3,3,4,3,0,8,0,27,0,0,0,4,0,0,0,0,0,11,0,0,3,4,0,3,0,0,0,15,0,3,3,0,3,7,3,9,0,25,0,12,8,4,3,8,3,10,0,48,0,15,4,10,13,8,0,9,0,52,4,3,3,8,41,26,35,11,0,134,3,16,12,19,11,8,5,15,0,96,3,18,24,48,25,18,3,15,0,156,0,4,0,3,0,3,0,0,0,15
UCL115035,0,0,0,0,0,0,0,0,0,8,10,72,45,56,40,20,12,34,3,297,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,3,4,8,12,7,15,0,47,0,0,0,0,4,0,0,0,0,6,0,0,0,0,6,14,8,5,0,35,0,4,0,0,3,0,0,0,0,11,0,24,9,5,8,5,3,8,0,64,0,26,8,3,5,0,3,8,0,55,3,0,0,3,3,3,0,0,0,19,0,5,0,0,3,0,0,3,0,9,0,3,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,7,3,9,5,9,0,5,0,42,0,5,0,0,3,0,0,3,0,19,0,0,3,7,22,18,15,7,0,67,3,10,8,16,4,12,3,25,3,83,7,11,18,17,18,14,6,3,0,87,0,6,0,0,0,0,0,0,0,10
UCL115036,0,0,0,0,0,3,0,0,0,10,8,54,35,54,47,28,10,20,7,259,0,7,4,3,10,11,0,15,0,59,0,0,0,3,0,0,0,0,0,3,0,3,3,0,11,10,4,6,0,39,0,0,0,0,3,0,3,0,0,8,0,0,0,6,0,13,4,11,0,33,0,6,0,0,0,4,7,3,0,12,0,13,10,16,6,5,3,0,3,56,0,9,14,8,4,4,0,9,0,42,0,0,3,3,3,0,7,4,4,16,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,3,0,0,10,0,3,3,0,0,0,0,3,0,13,0,0,0,4,10,4,3,0,0,35,0,8,4,11,11,3,7,4,0,49,3,12,15,27,21,14,3,4,0,86,0,0,0,0,0,3,0,0,0,3
UCL115037,0,5,0,7,3,0,0,0,10,26,46,81,93,118,121,85,57,100,21,723,0,3,3,3,3,8,3,27,4,58,32,11,5,11,14,56,131,310,11,588,0,0,3,0,3,10,3,6,0,33,0,0,0,0,5,7,0,7,0,18,0,10,5,9,7,14,3,14,3,68,0,0,0,4,3,3,0,3,0,15,3,16,18,24,24,13,4,14,3,121,5,21,20,28,7,12,12,9,0,115,0,7,3,3,7,7,3,9,3,37,0,0,3,0,3,0,0,3,0,5,0,3,3,3,3,0,0,0,0,15,0,0,0,0,9,3,0,6,0,17,0,5,0,7,8,3,0,3,0,22,8,6,6,4,4,3,3,7,0,41,7,5,8,6,50,10,7,7,0,116,6,4,6,17,14,12,18,25,0,107,14,5,24,23,30,17,5,11,5,129,0,3,0,3,0,3,0,0,0,11
UCL115038,0,0,0,3,0,0,0,0,4,11,6,61,57,45,51,46,20,18,4,310,0,0,0,0,0,3,0,3,0,8,0,0,0,0,4,0,0,3,0,5,0,4,0,3,7,17,5,13,0,49,0,0,0,0,0,3,0,0,0,3,0,8,10,3,12,24,13,13,0,87,0,0,0,0,3,0,4,3,0,9,0,8,10,15,14,8,3,10,0,71,0,20,9,6,7,3,8,0,3,46,3,3,3,0,9,4,7,13,0,38,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,0,0,5,3,3,4,0,15,0,3,0,7,8,5,4,3,0,29,3,3,11,6,3,0,0,3,0,38,0,3,3,0,10,5,4,6,0,38,0,5,10,6,9,12,0,7,0,57,5,9,24,11,14,21,0,3,0,92,0,0,0,0,0,0,0,0,0,8
UCL115039,0,3,0,3,3,0,0,0,14,25,27,71,64,96,63,75,22,46,22,497,3,7,3,6,7,20,10,29,0,93,3,0,0,0,0,3,4,30,3,46,0,5,3,7,4,21,9,19,0,68,0,3,0,0,5,11,0,0,0,18,0,4,0,0,3,19,9,10,0,43,0,0,0,0,3,16,7,3,0,32,6,19,11,21,11,7,11,12,3,97,3,19,11,6,8,4,0,11,3,61,0,4,4,8,3,6,0,8,0,35,0,0,0,0,0,0,0,0,0,8,0,3,3,0,3,0,0,0,0,11,0,0,0,0,0,4,0,0,0,9,0,8,0,5,6,3,0,3,0,25,0,8,7,0,0,4,0,0,0,17,8,6,3,5,13,34,13,10,0,88,6,8,14,19,17,20,9,17,0,110,9,12,20,34,24,21,6,14,3,150,0,0,0,0,0,0,0,3,0,10
UCL115040,0,4,0,0,0,0,0,0,7,11,14,49,32,59,72,39,21,18,9,316,3,0,3,0,4,7,4,13,0,35,0,0,0,0,0,0,0,0,0,3,0,3,0,3,9,16,7,10,0,50,0,0,0,0,3,0,0,0,0,8,4,3,5,3,3,12,3,10,0,44,0,0,4,3,3,19,3,4,0,38,0,18,3,11,14,5,3,8,0,60,0,9,8,6,0,4,5,6,0,35,0,3,3,3,3,6,0,9,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,0,0,0,9,0,0,0,0,3,0,0,0,0,9,0,3,0,0,7,0,0,0,0,16,0,4,4,5,3,3,0,0,0,26,7,0,4,4,30,16,4,3,0,71,0,4,8,10,18,16,8,6,0,77,3,3,7,22,16,16,4,3,0,81,5,0,0,0,0,0,0,0,0,5
UCL115041,4,3,0,0,0,3,0,0,4,18,18,62,55,90,83,47,22,39,13,425,0,0,0,0,11,6,3,17,0,45,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,3,0,3,0,22,0,0,0,0,4,0,0,0,0,7,0,0,4,4,4,7,5,5,0,37,0,0,0,0,0,0,0,0,0,9,0,14,12,24,17,12,10,9,3,94,0,25,14,10,3,0,4,21,0,86,6,3,4,4,6,4,0,4,0,27,0,0,0,0,3,0,3,0,0,5,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,3,3,0,0,18,0,0,3,8,8,3,0,3,0,24,6,4,4,6,46,11,21,7,3,113,3,13,12,18,24,15,5,15,3,100,6,10,14,24,28,26,9,7,0,123,0,0,0,0,3,0,0,4,0,10
UCL115042,0,0,0,0,0,0,0,0,4,5,23,39,42,58,97,59,23,23,16,376,6,9,8,12,13,13,8,13,0,86,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,8,3,0,0,5,9,17,7,7,3,55,0,0,3,0,4,8,4,4,0,21,0,9,7,18,14,11,8,5,0,76,0,6,6,3,5,0,0,12,3,43,3,0,3,5,8,7,0,5,0,36,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,18,0,5,4,5,4,3,3,0,0,21,3,0,3,0,27,12,13,0,0,65,5,6,3,9,21,9,10,18,4,89,7,10,15,22,40,28,7,4,7,146,0,0,0,0,0,0,0,0,0,6
UCL115043,0,0,0,0,3,0,0,0,3,10,13,49,54,62,50,31,19,16,4,299,0,5,7,11,15,14,13,10,0,69,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,4,4,4,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,5,12,19,12,30,0,79,0,3,3,0,4,3,0,3,0,14,3,12,7,7,5,12,0,4,0,53,0,18,5,3,3,11,0,5,4,51,0,0,3,3,3,3,3,3,0,23,0,0,0,0,0,0,0,4,0,3,0,0,0,5,3,0,0,0,0,15,0,3,0,0,0,0,3,0,0,10,0,4,3,9,0,3,0,4,0,22,0,4,0,3,3,3,4,3,0,20,3,4,3,3,14,7,4,10,0,47,3,5,9,13,14,8,3,10,0,69,8,3,13,18,12,8,3,10,0,79,0,0,4,0,0,0,0,0,0,5
UCL115044,0,0,0,0,0,0,0,0,3,9,27,50,71,85,67,35,25,25,11,385,4,8,9,6,15,19,12,19,6,90,0,0,0,0,0,0,0,3,0,8,0,0,0,10,19,10,0,3,0,42,0,0,0,0,0,8,3,0,0,15,0,0,3,11,13,21,6,13,0,72,0,0,3,4,5,4,0,0,0,16,8,13,11,19,16,3,3,10,3,80,3,15,10,5,0,0,6,3,0,41,0,3,3,7,3,12,0,10,0,38,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,3,0,10,0,4,3,0,8,4,3,9,0,30,0,9,4,10,8,4,0,3,0,28,6,3,8,3,37,6,11,5,0,81,3,3,14,9,12,13,6,11,0,70,9,10,19,30,16,15,11,6,0,119,0,0,0,0,0,0,0,0,0,8
UCL115045,0,3,0,0,3,0,0,3,4,18,39,96,93,83,102,70,16,40,8,543,0,5,0,4,0,0,0,3,0,13,0,0,0,0,3,0,0,3,0,9,0,4,10,8,20,15,4,16,0,74,0,0,0,0,8,4,4,0,0,14,4,10,14,19,19,47,10,30,3,159,0,0,4,0,0,0,0,0,0,9,5,23,22,8,19,6,8,7,0,109,0,24,12,11,13,6,3,10,0,77,0,3,0,4,0,4,0,4,0,21,4,0,0,3,0,0,0,3,0,7,0,6,0,4,3,0,5,3,0,24,0,0,0,3,7,12,3,9,0,26,0,4,4,7,7,11,4,4,5,38,7,20,7,3,10,4,7,4,0,55,4,3,12,7,33,30,13,7,0,108,7,9,18,19,19,15,4,11,0,109,14,18,31,37,30,28,8,14,3,180,0,5,0,0,4,0,0,0,0,12
UCL115046,0,0,0,0,0,0,0,0,7,7,10,39,31,33,24,18,11,11,6,189,3,3,0,3,0,5,3,14,0,39,0,0,0,0,0,4,3,0,0,10,0,0,5,5,16,7,3,5,3,53,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,9,0,3,0,24,0,0,0,0,0,0,0,0,0,3,0,10,8,7,3,5,0,6,0,39,0,9,0,0,0,3,0,3,0,20,0,6,0,0,0,3,0,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,9,3,0,0,3,5,0,0,21,4,0,0,4,11,5,3,3,0,31,0,6,3,9,5,5,3,3,0,45,7,6,4,10,7,9,0,3,0,47,0,0,0,0,0,0,0,0,0,3
UCL115047,0,0,0,0,0,0,0,0,0,3,14,45,53,72,36,26,16,18,4,286,0,3,3,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,8,5,0,25,0,0,0,0,0,4,0,0,0,4,0,9,3,4,12,10,6,7,4,53,0,3,3,3,3,0,0,0,0,6,0,10,9,10,12,8,3,6,0,60,0,14,14,21,9,9,0,5,0,61,0,3,3,3,3,3,4,6,0,20,0,3,0,0,4,0,0,0,0,12,0,0,4,0,3,3,0,0,0,6,0,0,3,3,0,3,0,0,0,7,3,0,3,4,0,3,0,3,0,20,0,9,3,3,3,0,0,0,0,20,0,0,3,3,15,3,3,4,3,36,0,9,6,5,6,4,6,10,0,50,8,8,16,31,14,9,5,12,0,99,0,3,3,3,6,0,0,0,0,16
UCL115048,0,0,0,0,3,4,0,0,5,7,10,42,41,46,35,38,13,25,4,256,0,0,3,5,15,3,0,3,0,36,3,4,7,8,23,19,23,36,0,120,0,3,5,0,0,4,3,0,0,26,0,0,0,0,11,4,0,0,0,20,0,0,3,5,0,9,0,11,0,35,0,3,0,0,0,3,5,0,0,9,0,6,12,7,4,3,3,3,0,43,0,12,8,10,0,3,0,10,0,47,0,3,3,4,10,5,0,8,0,30,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,0,0,4,0,10,0,4,0,0,3,0,3,0,0,12,0,0,3,3,6,4,3,0,0,21,3,3,3,6,3,4,3,4,0,25,5,8,11,7,8,10,3,0,0,47,0,0,0,0,0,0,0,0,0,3
UCL115049,0,0,0,3,0,0,0,0,0,8,11,37,29,35,21,12,7,9,3,160,0,0,0,8,4,3,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,3,0,0,4,5,3,4,3,0,24,0,0,0,0,0,0,0,0,0,3,0,7,4,6,7,0,3,0,0,28,0,12,7,9,3,4,5,3,0,48,0,0,3,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,3,0,0,0,9,3,4,0,0,0,0,0,0,0,9,0,4,3,3,13,0,4,0,0,23,3,7,4,3,7,3,0,3,0,27,4,9,13,12,11,4,7,3,0,51,0,0,0,0,0,0,0,0,0,3
UCL115050,0,0,0,0,3,0,0,0,0,7,11,41,38,36,48,36,15,17,7,240,0,0,0,0,0,3,0,0,0,6,0,0,0,0,4,3,3,3,0,12,0,3,0,0,9,7,5,10,0,38,0,0,0,0,4,4,0,0,0,12,0,3,6,7,11,25,5,9,3,73,0,0,0,0,7,3,0,3,0,15,3,6,8,4,3,4,8,7,0,42,0,9,3,0,3,0,0,0,0,14,0,8,3,0,9,5,5,6,0,38,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,8,0,0,0,17,0,0,0,3,3,4,0,0,0,11,0,0,7,0,0,10,3,6,0,29,0,5,8,3,3,5,0,0,0,22,0,0,0,0,12,9,3,3,3,40,6,8,3,11,7,8,7,6,0,65,3,6,6,15,12,9,0,6,0,52,0,0,0,0,3,0,0,0,0,6
UCL115051,0,3,0,0,0,0,0,3,3,14,23,66,56,49,71,35,16,24,11,357,0,5,9,3,10,9,3,12,0,42,4,0,0,0,4,3,0,9,0,17,0,3,3,0,13,4,0,4,0,33,0,0,0,0,4,6,0,0,0,20,10,7,6,11,10,19,11,13,0,90,0,0,0,0,9,0,0,0,0,12,0,22,8,7,15,9,7,6,3,87,0,12,12,7,5,3,0,3,0,53,5,0,6,6,5,4,3,8,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,9,3,0,10,0,8,3,8,3,0,33,0,4,0,0,3,0,0,0,0,16,3,7,0,0,30,4,3,7,0,56,4,11,17,9,13,8,3,11,0,81,11,6,14,16,10,13,4,8,3,85,0,0,3,0,0,0,0,0,0,3
UCL115052,0,0,0,3,0,0,0,0,3,13,28,120,67,116,76,52,23,34,6,515,3,3,7,6,7,10,5,37,0,77,0,0,0,0,0,0,0,3,0,5,5,3,4,8,19,18,12,14,3,81,0,0,0,0,3,4,0,3,0,9,3,4,0,4,11,22,6,14,0,61,0,4,3,6,6,12,3,8,0,40,3,26,22,20,37,14,5,13,0,140,10,47,13,23,12,3,3,16,0,123,0,9,3,9,5,4,8,20,3,62,0,0,0,0,0,0,0,0,0,4,0,0,7,4,0,0,0,0,0,7,0,0,0,3,0,3,0,0,0,9,0,4,6,5,5,7,4,5,0,34,3,21,8,13,9,7,0,0,0,54,3,0,0,10,13,6,5,4,0,47,0,13,7,20,13,8,3,4,0,71,7,10,18,34,12,16,4,12,0,112,0,4,0,4,3,4,3,3,0,16
UCL115053,0,4,3,0,3,0,3,0,3,19,68,222,141,96,186,109,58,40,25,938,3,18,13,0,3,7,6,14,4,71,0,0,0,0,0,0,0,5,0,4,3,7,3,0,15,38,15,20,0,96,0,0,0,0,12,5,0,0,0,17,0,5,6,3,20,33,13,24,0,106,0,5,3,3,9,12,5,11,5,50,13,57,21,13,27,18,13,7,6,186,6,93,33,17,14,8,3,7,8,177,0,0,3,0,13,5,9,8,0,44,0,0,0,3,7,0,0,5,0,14,0,3,0,0,9,0,3,4,0,18,3,0,0,0,4,3,0,7,0,22,5,11,8,3,25,11,10,12,3,89,0,5,3,4,8,7,0,4,0,34,7,13,5,7,49,32,27,20,0,163,15,38,19,30,62,35,24,29,4,252,18,22,38,34,61,53,12,15,3,253,4,10,3,0,3,0,0,0,3,21
UCL115054,0,3,0,4,0,0,0,0,0,11,24,95,75,100,96,53,35,30,8,520,0,4,0,9,11,3,5,7,6,38,0,0,0,0,0,0,0,5,0,7,0,3,3,8,9,10,11,9,0,56,0,0,0,0,7,3,4,0,0,17,3,7,8,11,10,20,14,11,0,87,0,0,3,0,4,0,4,0,0,15,3,31,15,23,13,10,3,9,0,109,5,35,16,15,24,11,7,9,0,128,0,3,8,6,6,3,3,6,0,41,0,0,0,0,0,3,0,0,0,4,0,3,3,0,3,3,0,0,0,15,0,3,3,0,10,0,3,5,0,24,0,6,3,4,10,4,0,3,0,35,0,9,3,8,8,4,0,3,0,36,0,0,3,5,17,13,7,10,0,59,3,9,13,19,24,26,17,13,0,132,5,14,23,38,32,15,11,10,3,153,3,0,0,4,3,3,0,0,0,17
UCL115055,0,0,3,0,0,0,0,0,0,3,12,46,39,39,35,32,8,19,5,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,0,0,0,0,4,8,0,0,0,17,0,0,0,0,3,0,0,0,0,3,4,5,5,6,15,11,0,7,0,50,0,0,0,0,0,0,0,3,0,3,0,8,10,10,8,0,0,5,0,44,3,14,4,9,5,11,6,3,0,58,0,0,0,0,3,4,3,0,0,20,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,10,0,0,3,0,7,3,0,3,0,17,0,5,0,4,0,3,0,0,0,18,0,7,0,0,3,0,0,0,0,16,3,0,3,4,13,7,7,0,0,33,4,4,5,5,3,3,0,11,0,37,0,7,16,18,16,6,4,0,0,72,0,0,3,0,3,0,0,0,0,9
UCL115056,0,0,0,0,3,3,0,0,3,11,12,63,46,61,57,34,27,29,3,341,3,7,4,8,8,19,7,18,0,77,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,3,8,5,0,42,0,0,0,3,6,9,0,0,0,19,8,4,5,0,3,16,5,12,0,49,0,0,0,3,3,8,4,8,0,26,0,16,10,6,17,9,7,13,0,78,0,4,9,0,3,3,3,0,0,28,8,5,4,9,3,7,0,11,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,4,8,0,0,0,0,20,0,6,0,3,0,0,0,0,0,21,0,0,0,0,7,3,0,0,0,13,3,15,6,14,11,9,10,12,0,75,3,16,15,29,25,15,7,10,3,122,0,3,0,0,0,0,0,0,0,3
