UCL_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
UCL122040,58,0,0,0,0,60,46,0,0,0,0,48,12,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,135,0,0,0,3,136
UCL122041,62,0,0,0,0,62,53,0,0,0,0,53,11,0,0,0,0,11,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,4,0,0,0,0,4,143,0,0,0,0,145
UCL122042,53,0,0,0,0,53,58,0,0,0,0,58,11,0,0,0,0,11,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,137,0,0,0,0,137
UCL122043,30,0,0,0,0,32,40,0,0,0,0,43,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,86,0,0,0,0,89
UCL122044,54,0,0,0,0,56,39,0,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,3,123,0,0,0,0,124
UCL122045,34,0,0,0,0,34,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,63
UCL122046,54,0,0,0,0,54,38,0,0,0,0,35,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,5,0,0,0,0,5,108,0,0,0,0,106
UCL122047,102,0,0,0,0,102,41,0,0,0,0,41,9,0,0,0,0,9,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,165,0,0,0,0,172
UCL122048,40,0,0,0,0,40,45,0,0,0,0,45,12,0,0,0,0,12,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,8,0,0,0,0,8,117,0,0,0,0,117
UCL122049,74,0,0,0,0,74,32,0,0,0,0,36,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,19,3,0,0,0,0,3,7,0,0,0,0,6,135,0,0,0,3,139
UCL122050,77,0,0,5,0,79,20,0,0,0,0,25,0,0,0,0,0,0,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,20,0,0,0,0,20,4,0,0,0,0,4,7,0,0,0,0,6,123,0,0,4,0,129
UCL122051,53,0,0,0,6,56,30,0,0,0,0,30,15,0,0,0,0,15,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,7,0,0,0,0,7,111,0,0,0,6,113
UCL122052,54,0,0,0,0,54,73,0,0,0,0,73,11,0,0,0,0,11,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,154
UCL122053,29,3,0,5,0,43,31,0,0,0,0,27,4,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,17,0,0,0,0,0,0,5,0,0,0,0,5,77,4,0,6,0,92
UCL122054,83,0,0,0,0,83,35,0,0,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13,0,5,0,0,21,0,0,0,0,0,0,6,0,0,0,0,6,134,0,5,4,0,146
UCL122055,95,0,0,0,0,95,48,0,0,0,0,55,12,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,23,0,0,0,0,23,3,0,0,0,0,3,3,0,0,0,0,3,169,0,0,0,0,170
UCL122056,52,0,0,0,0,52,45,0,0,0,0,45,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,98
UCL122057,28,0,0,0,0,28,42,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,87,0,0,0,0,87
UCL122058,78,0,0,0,0,78,57,0,0,0,0,59,20,0,0,0,0,20,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,12,0,0,0,0,11,186,0,0,0,3,186
UCL122059,71,0,0,0,0,71,74,0,0,0,0,76,12,0,0,0,0,12,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,3,0,0,0,0,3,176,0,0,0,0,177
UCL122060,56,0,0,0,0,59,55,0,0,0,0,55,8,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,0,0,0,0,7,0,0,0,0,4,143,0,0,3,0,144
UCL122061,58,0,0,3,0,59,72,0,0,0,0,72,12,0,0,0,0,14,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,5,0,0,0,0,5,161,0,0,3,5,172
UCL122062,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33,7,0,0,0,0,7,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,64
UCL122063,40,0,0,0,0,42,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,3,23,0,0,0,0,0,0,10,0,3,0,0,9,3,0,0,0,0,3,32,0,3,0,3,34,0,0,0,0,0,0,5,0,0,0,0,5,109,0,3,0,8,115
UCL122064,47,0,0,0,0,47,30,0,0,0,0,30,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,30,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,119
UCL122065,50,0,0,0,0,55,23,0,0,0,0,23,7,0,3,0,0,6,21,0,0,0,0,18,15,0,0,0,0,16,6,0,0,0,0,6,5,0,0,0,0,7,3,0,0,0,0,0,50,7,3,0,0,61,0,0,0,0,0,0,5,0,0,0,0,9,127,7,4,3,3,143
UCL122066,20,0,0,0,5,22,87,0,0,0,3,91,13,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,139,0,0,0,9,148
UCL122067,69,0,0,0,0,70,64,0,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,140,0,0,0,0,145
UCL122068,73,0,3,0,0,79,25,0,0,0,0,25,9,0,0,0,0,11,0,0,0,0,0,0,15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,5,0,0,25,0,0,0,0,0,0,3,0,0,0,0,5,127,0,8,4,0,134
UCL122069,42,0,0,0,0,42,59,0,0,0,0,59,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,118
UCL122070,70,0,0,0,0,72,43,0,0,0,0,50,29,3,0,0,0,30,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,0,50,3,0,0,0,0,3,4,0,0,0,0,9,169,5,3,0,0,175
UCL122071,24,0,0,0,3,27,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,4,49,0,0,0,5,56
UCL122072,43,0,0,18,0,58,38,0,3,3,0,45,10,0,0,0,0,13,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,6,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,104,0,6,19,0,132
UCL122073,37,4,0,0,0,40,56,0,0,0,0,56,4,0,0,0,0,7,0,0,3,0,0,3,3,0,0,0,0,3,0,3,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,30,0,11,0,0,0,11,0,0,0,0,0,3,106,22,12,0,0,137
UCL122074,48,0,0,0,0,44,18,0,0,0,0,16,5,0,0,0,0,5,0,0,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,26,0,0,0,0,0,0,6,0,0,0,0,6,90,0,0,0,0,90
UCL122075,61,0,0,3,3,70,26,0,0,0,0,26,14,0,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,20,0,0,3,0,26,0,0,0,0,0,0,3,0,0,0,0,3,113,0,0,8,3,120
UCL122076,47,0,0,0,0,47,51,0,0,0,0,51,8,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,123,0,0,0,0,123
UCL122077,7,51,0,0,12,69,9,11,0,0,3,31,0,3,0,0,0,3,0,0,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,11,0,0,0,13,0,0,0,0,0,3,0,3,0,0,3,10,28,82,0,0,21,121
UCL122078,30,0,0,0,0,30,49,0,0,0,0,49,5,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,86,0,6,0,0,92
UCL122079,30,0,0,0,0,29,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,8,74,0,0,4,0,72
UCL122080,112,0,0,0,0,112,30,0,0,0,0,30,11,0,0,0,0,16,0,0,0,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,22,0,0,4,0,30,3,0,0,0,0,3,9,0,0,0,0,9,178,0,0,4,0,179
UCL122081,28,0,0,0,0,28,38,0,0,0,0,38,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,73
UCL122082,65,0,0,0,0,65,54,0,0,0,0,54,6,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,129,0,0,0,0,132
UCL122083,85,0,0,0,0,92,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,12,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,131,0,0,0,3,131
UCL122084,39,0,0,0,0,39,53,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,99
UCL122085,55,0,0,0,0,55,81,0,0,0,0,77,9,0,4,0,0,11,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,150,3,4,0,0,155
UCL122086,48,0,0,0,0,48,29,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,19,0,0,0,0,19,7,0,0,0,0,7,42,0,0,0,0,42,3,0,0,0,0,3,13,0,0,0,0,13,132,0,0,0,0,132
UCL122087,49,0,0,0,0,49,73,0,0,0,0,73,13,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,3,142,0,0,0,0,146
UCL122088,41,0,0,0,0,41,44,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,101,0,0,0,0,100
UCL122089,68,3,0,0,0,75,30,0,0,0,0,29,22,9,0,0,0,32,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,14,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,132,16,0,0,0,147
UCL122090,80,0,0,0,0,78,67,0,0,0,0,67,9,0,0,0,0,9,0,0,0,0,0,0,13,0,0,0,0,19,0,0,6,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,25,0,12,0,0,36,0,0,0,0,0,0,11,0,0,0,0,7,185,0,13,3,0,191
UCL122091,38,0,0,42,0,77,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,16,0,0,3,0,19,0,0,0,3,0,3,3,0,0,3,0,3,63,0,0,48,0,116
UCL122092,44,0,0,0,0,44,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,95
UCL122093,23,0,0,0,0,23,13,0,0,0,0,13,21,0,0,0,0,23,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,69
UCL122094,53,0,0,0,0,55,23,0,0,0,0,23,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,20,3,0,0,0,0,3,3,0,0,0,0,5,109,0,0,0,0,113
UCL122095,65,0,0,0,0,65,7,0,0,0,0,9,3,0,0,0,0,3,22,3,3,0,0,32,12,0,0,0,0,12,7,0,0,0,0,7,12,3,0,0,0,11,6,0,0,0,0,6,63,3,4,0,0,69,0,0,0,0,0,0,7,3,0,0,0,12,145,12,5,3,0,166
UCL122096,45,0,0,0,0,45,19,0,0,0,0,20,3,0,0,0,0,8,0,0,0,0,0,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,81,0,7,0,0,87
UCL122097,32,0,0,0,0,32,30,0,0,0,0,30,5,0,0,0,0,5,4,0,0,0,0,4,6,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,22,0,0,0,0,0,0,4,0,0,0,0,10,88,0,0,0,0,98
UCL122098,62,0,0,0,0,62,50,0,0,0,0,50,6,0,0,0,0,6,0,0,0,0,0,0,13,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,19,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,5,139,0,0,0,0,137
UCL122099,44,0,0,0,0,44,71,0,0,0,0,71,28,0,0,0,0,28,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,3,34,0,0,0,0,0,0,3,0,0,0,0,3,154,0,0,0,3,151
UCL122100,51,0,0,0,0,54,27,0,0,4,0,31,14,0,4,0,0,15,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,29,0,5,0,3,38,0,0,0,0,0,0,10,0,0,0,0,10,112,0,6,4,3,128
UCL122101,52,0,0,0,0,52,56,0,0,0,0,56,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,122,0,0,0,0,122
UCL122102,44,0,0,0,0,41,37,0,0,0,0,37,13,0,0,0,0,16,15,0,0,0,0,13,14,0,0,0,0,15,4,3,0,0,0,10,11,4,0,0,0,16,5,0,0,0,0,5,63,10,0,0,0,76,0,0,0,0,0,0,11,0,0,3,0,21,151,11,0,8,0,166
UCL122103,62,0,0,18,0,78,23,0,0,0,0,26,13,0,8,0,0,18,0,0,0,0,0,0,5,3,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,18,3,11,3,0,38,0,0,0,3,0,4,4,0,0,4,0,7,112,3,11,21,0,147
UCL122104,16,0,0,0,0,19,39,0,0,0,0,46,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,79
UCL122105,39,0,0,0,0,39,35,0,0,0,0,35,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,93
UCL122106,25,0,0,3,3,33,28,0,0,0,0,28,10,0,0,0,0,16,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,20,0,0,0,4,26,0,0,0,0,0,0,4,0,0,0,0,4,77,0,0,3,7,85
UCL122107,52,0,0,12,0,62,37,0,0,0,0,45,18,0,0,0,0,18,0,0,8,0,0,12,18,3,0,0,0,23,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,0,0,3,46,4,10,6,0,62,0,0,3,0,0,6,9,0,3,7,0,18,150,8,13,17,0,191
UCL122108,48,0,0,0,0,48,27,0,0,0,0,27,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,5,0,0,0,0,5,99,0,0,0,0,99
UCL122109,86,0,0,0,0,86,42,0,0,0,0,45,19,0,0,0,0,19,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,41,0,0,0,0,41,3,0,0,0,0,3,9,0,0,0,0,9,173,0,0,0,0,180
UCL122110,46,0,0,0,0,47,46,0,0,0,0,46,15,0,0,0,0,15,0,0,0,0,0,0,15,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,3,0,0,34,0,0,0,0,0,0,0,0,0,0,7,6,120,0,3,0,7,136
UCL122111,68,0,0,3,0,74,24,0,0,0,0,27,8,0,0,0,0,9,0,0,3,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,3,3,0,21,0,0,0,0,0,0,3,0,0,0,0,3,115,0,3,6,0,131
UCL122112,47,0,0,0,0,53,23,0,0,0,0,25,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,6,4,0,0,0,0,4,21,0,4,0,0,18,0,0,0,0,0,0,5,0,0,0,0,6,93,0,4,0,3,102
UCL122113,63,0,0,0,0,63,53,0,0,0,0,52,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,124
UCL122114,38,0,0,0,0,37,53,0,0,0,0,55,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,102,3,0,0,0,102
UCL122115,28,19,0,3,0,54,16,13,0,0,0,25,3,5,0,0,0,8,0,0,0,0,0,0,10,5,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,6,0,0,3,23,0,0,0,0,0,3,0,5,0,0,0,4,63,46,0,5,3,110
UCL122116,46,0,0,0,0,43,50,0,0,0,0,50,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,20,0,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,3,118,0,3,3,0,122
UCL122117,62,0,0,0,0,60,15,0,0,0,0,15,12,3,0,0,0,10,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,95,3,0,3,0,98
UCL122118,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6
UCL122119,47,0,0,0,0,50,67,0,0,0,0,67,7,3,0,0,0,6,0,0,0,0,0,0,9,0,0,0,0,10,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,132,3,3,0,0,138
UCL122120,25,0,0,0,0,25,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,97,0,0,0,0,97
UCL122121,52,0,0,0,0,55,34,0,0,0,0,34,10,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,4,0,0,0,0,4,114,0,0,0,0,114
UCL122122,34,0,0,0,0,34,32,0,0,0,0,32,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,72
UCL122123,59,0,3,3,0,64,21,0,0,0,0,24,17,0,0,0,0,17,0,0,0,0,0,0,20,0,3,0,0,21,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,35,0,3,0,0,38,0,0,0,0,0,0,7,0,0,0,0,3,123,0,7,4,0,137
