SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL11173,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,6,0,4,0,17,0,0,0,0,0,0,0,0,0,5,29,18,19,23,17,23,11,8,7,146,..,0,7,27,31,23,25,12,0,132,..,3,10,4,6,0,0,0,0,26,..,0,3,0,0,0,0,0,0,12,57,..,..,..,..,..,..,..,..,57,..,18,..,..,..,..,..,..,..,18,..,15,0,0,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,4,..,0,4,0,0,15,8,0,0,33,0,0,0,0,0,0,0,0,0,3,59,41,29,38,41,43,35,18,6,315
SAL11174,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL11175,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,12,11,5,17,20,17,4,0,92,..,0,8,4,20,22,20,5,4,94,..,0,5,0,3,5,6,0,0,27,..,0,0,0,0,0,3,0,0,3,25,..,..,..,..,..,..,..,..,25,..,7,..,..,..,..,..,..,..,7,..,12,4,4,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,..,0,5,3,0,0,0,3,0,10,..,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,25,24,21,13,33,34,38,15,5,199
SAL11176,..,0,7,0,0,0,4,0,0,18,..,4,11,10,26,58,27,25,3,161,4,5,3,0,0,0,7,0,0,22,689,335,444,405,380,292,147,65,15,2759,..,13,358,499,451,288,150,50,8,1826,..,62,241,90,95,48,16,0,0,554,..,11,51,83,94,39,29,10,3,320,1375,..,..,..,..,..,..,..,..,1375,..,276,..,..,..,..,..,..,..,276,..,286,120,32,13,13,0,0,0,463,..,24,17,14,12,30,26,19,10,143,..,9,9,6,4,6,0,0,0,39,..,0,17,15,13,10,6,0,0,66,..,9,35,40,54,83,40,29,6,289,10,15,11,5,5,0,10,3,0,58,1385,701,873,788,743,508,272,113,25,5411
SAL11177,..,0,0,0,0,0,0,0,0,0,..,0,0,4,0,8,17,5,3,33,0,0,0,0,0,0,4,0,0,14,20,12,14,9,17,59,59,25,8,218,..,0,11,11,19,72,58,31,6,208,..,4,4,0,0,9,10,0,0,39,..,0,0,7,3,3,3,0,0,17,37,..,..,..,..,..,..,..,..,37,..,11,..,..,..,..,..,..,..,11,..,11,6,5,0,3,0,0,0,24,..,0,0,0,0,0,0,0,3,8,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,4,3,21,28,7,7,63,0,0,0,0,0,6,3,3,0,18,40,26,23,30,31,114,109,48,18,439
SAL11178,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,16,0,8,14,14,12,12,3,0,76,..,0,0,15,17,18,13,10,3,75,..,0,6,4,6,3,3,0,0,24,..,0,0,0,0,0,0,0,0,6,20,..,..,..,..,..,..,..,..,20,..,5,..,..,..,..,..,..,..,5,..,0,4,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,20,9,16,24,23,24,19,13,5,151
SAL11179,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,12,11,18,8,16,8,4,0,92,..,0,3,13,17,14,13,4,0,68,..,0,4,6,0,3,3,0,0,27,..,0,0,0,0,3,0,0,0,5,44,..,..,..,..,..,..,..,..,44,..,9,..,..,..,..,..,..,..,9,..,13,7,0,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,44,21,23,28,21,33,21,5,0,191
SAL11180,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,4,0,3,4,10,7,0,0,26,..,0,0,8,8,14,13,3,0,35,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,7,5,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,7,5,8,4,14,10,3,0,60
SAL11181,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,..,0,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SAL11182,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,5,0,17,..,0,0,5,8,8,0,5,0,25,..,0,0,5,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,3,4,8,7,3,5,0,47
SAL11183,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,13,..,0,0,0,0,10,0,0,0,14,..,0,0,4,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,6,0,8,0,0,0,32
SAL11184,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,11,4,7,0,29,..,0,0,0,0,8,11,3,0,26,..,0,0,3,0,7,0,0,0,10,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,5,5,0,10,0,0,0,0,0,0,0,0,0,0,5,0,5,6,0,14,17,5,0,58
SAL11185,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,4,0,0,4,0,14,..,0,4,0,3,0,0,4,0,8,..,0,0,4,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,5,6,3,0,0,4,0,28
SAL11186,..,9,0,0,0,3,12,0,0,26,..,0,0,7,9,36,60,53,19,172,3,3,5,0,4,3,3,3,0,25,55,50,37,40,58,86,107,91,20,546,..,0,13,25,37,33,45,38,4,194,..,0,11,12,12,5,12,3,0,53,..,0,3,12,26,19,15,12,0,83,100,..,..,..,..,..,..,..,..,100,..,44,..,..,..,..,..,..,..,44,..,39,22,11,16,0,0,0,0,90,..,12,5,3,0,8,3,3,0,39,..,0,0,0,0,0,0,0,0,6,..,9,10,5,5,10,16,3,6,60,..,0,4,9,23,59,79,83,17,282,11,3,3,4,0,3,4,5,0,44,109,102,79,87,118,139,175,154,26,996
SAL11187,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,7,0,0,16,..,0,0,0,3,0,4,0,0,12,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,5,7,5,11,0,0,35
SAL11188,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,..,0,0,5,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,4,0,22
SAL11189,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,9,0,0,0,0,0,4,0,0,0,3,10,6,3,12,15,15,14,9,0,82,..,0,5,15,28,14,7,7,4,86,..,0,3,0,0,3,0,0,0,12,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,10,..,..,..,..,..,..,..,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,13,0,0,0,0,0,3,0,0,0,4,26,17,9,17,33,26,16,11,4,166
SAL11190,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,10,20,16,16,67,0,0,0,0,0,0,6,0,0,8,34,27,23,35,28,46,64,55,25,346,..,0,19,34,39,66,79,66,19,319,..,6,3,10,9,4,6,4,0,47,..,0,3,3,0,3,3,0,0,21,60,..,..,..,..,..,..,..,..,60,..,20,..,..,..,..,..,..,..,20,..,11,14,0,10,0,0,0,0,35,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,7,..,0,0,0,4,4,0,0,0,8,..,0,0,5,0,12,26,30,20,93,0,0,3,5,0,0,3,4,0,18,62,43,44,60,64,94,117,107,42,630
SAL11191,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,23,3,16,11,16,21,9,9,3,110,..,0,9,14,14,24,17,9,4,89,..,0,10,3,8,14,3,0,0,38,..,0,0,0,3,0,0,0,0,10,41,..,..,..,..,..,..,..,..,41,..,5,..,..,..,..,..,..,..,5,..,3,3,0,0,0,0,0,0,7,..,0,0,0,0,5,5,0,0,4,..,0,0,0,0,0,0,0,0,6,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,7,3,0,0,22,0,0,7,3,0,0,0,0,0,15,41,13,36,20,30,51,25,10,4,232
SAL11192,..,3,4,4,4,8,5,0,0,19,..,0,5,4,14,25,52,30,26,141,0,4,0,0,0,5,4,5,0,18,128,56,78,86,107,167,197,80,49,945,..,3,50,98,104,189,225,99,30,789,..,10,36,27,38,48,25,3,0,191,..,5,8,9,17,7,14,6,6,74,268,..,..,..,..,..,..,..,..,268,..,47,..,..,..,..,..,..,..,47,..,28,12,13,11,9,4,0,0,78,..,0,0,0,3,0,4,4,4,19,..,0,5,4,0,0,0,0,0,12,..,0,7,3,5,15,11,5,0,49,..,0,7,12,23,61,79,44,29,252,3,9,4,0,0,5,6,5,0,32,272,101,134,170,193,327,371,167,73,1814
SAL11193,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SAL11194,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,3,7,3,3,0,0,0,27,..,0,0,3,9,6,0,6,0,23,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,4,..,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,6,5,8,10,9,3,0,6,0,52
SAL11195,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,12,0,0,0,0,3,0,0,0,0,7,18,14,6,11,18,16,14,7,0,105,..,0,5,11,18,26,13,10,0,80,..,3,0,4,7,5,0,0,0,23,..,0,0,3,4,0,0,0,3,10,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,11,4,0,5,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,8,0,0,15,0,0,0,6,3,0,0,0,0,4,36,24,12,18,36,34,27,16,5,202
SAL11196,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,3,7,0,0,0,0,0,4,0,0,0,4,12,15,5,12,13,25,15,8,3,108,..,0,3,28,18,31,24,12,0,123,..,0,0,0,0,6,4,0,0,11,..,0,0,0,0,0,0,0,0,4,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,10,..,0,3,0,0,0,3,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,3,3,0,3,12,0,0,0,0,0,4,0,0,0,0,29,19,15,27,29,44,31,14,5,210
SAL11197,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,6,9,3,10,5,3,0,62,..,0,6,11,8,9,3,9,0,46,..,0,4,0,0,3,0,0,0,10,..,0,0,0,3,0,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,6,..,..,..,..,..,..,..,6,..,3,5,5,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,24,6,9,10,13,16,12,9,0,108
SAL11198,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,16,..,0,3,0,7,13,0,0,0,20,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,4,3,5,7,13,0,0,0,31
SAL11199,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,3,4,7,0,3,6,0,24,..,0,0,5,0,0,0,3,0,12,..,0,0,0,0,0,6,0,0,7,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,10,3,3,9,5,0,12,3,0,53
SAL11200,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,10,8,0,23,0,0,0,0,0,0,0,0,0,3,19,10,7,19,20,44,23,10,0,149,..,0,0,14,21,35,34,18,0,117,..,0,0,11,12,17,4,0,0,45,..,0,0,3,6,0,0,0,0,7,38,..,..,..,..,..,..,..,..,38,..,13,..,..,..,..,..,..,..,13,..,5,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,9,..,0,0,0,0,6,4,0,0,7,..,0,0,0,6,8,19,14,0,46,0,0,0,0,0,4,0,0,0,7,45,22,9,27,41,72,56,29,0,294
SAL11201,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9,7,6,15,3,11,0,56,..,0,4,5,8,17,10,11,0,66,..,4,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,18,11,10,10,12,22,8,16,5,111
SAL11202,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,6
SAL11203,..,15,16,5,11,12,10,8,0,84,..,11,30,27,42,88,142,136,95,581,11,14,5,9,8,3,7,0,0,62,950,678,696,664,652,591,572,398,162,5362,..,16,460,687,686,670,664,434,86,3694,..,154,392,211,181,110,41,8,4,1086,..,11,101,157,178,95,35,43,17,639,1888,..,..,..,..,..,..,..,..,1888,..,487,..,..,..,..,..,..,..,487,..,503,224,70,61,30,6,0,0,899,..,75,38,23,23,39,39,41,19,289,..,43,18,18,9,10,5,0,0,104,..,30,75,20,31,45,20,13,0,227,..,23,88,69,106,190,222,216,130,1043,28,33,15,14,16,14,10,5,0,138,1915,1371,1406,1261,1293,1194,1043,747,263,10494
SAL11204,..,0,0,0,0,5,0,0,0,9,..,0,0,0,0,4,5,3,0,15,0,0,0,0,0,0,0,0,0,5,31,16,12,28,26,37,29,21,0,194,..,0,4,31,40,42,29,23,5,171,..,3,4,10,5,6,13,6,0,44,..,0,0,3,0,4,0,0,0,4,65,..,..,..,..,..,..,..,..,65,..,11,..,..,..,..,..,..,..,11,..,20,9,3,0,0,0,0,0,33,..,0,0,0,0,0,0,4,3,7,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,3,6,0,0,13,..,0,0,4,5,10,10,7,0,44,0,0,0,0,0,0,5,0,0,6,65,43,19,45,55,72,60,39,8,402
SAL11205,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,3,3,0,4,5,3,0,0,23,..,0,0,4,3,6,4,0,0,22,..,5,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,16,..,..,..,..,..,..,..,..,16,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,16,10,5,4,3,7,5,0,0,54
SAL11206,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,11,6,14,6,13,11,28,6,0,103,..,0,11,6,15,26,30,12,4,102,..,0,8,4,0,0,4,0,0,19,..,0,0,0,6,3,0,0,0,9,31,..,..,..,..,..,..,..,..,31,..,3,..,..,..,..,..,..,..,3,..,5,4,0,0,0,0,0,0,11,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,4,0,0,5,..,0,0,0,4,3,8,3,0,29,0,0,0,0,0,0,0,0,0,0,31,15,30,16,28,39,50,21,4,213
SAL11207,..,0,0,0,0,0,0,0,0,3,..,0,3,3,5,3,8,5,3,24,8,0,0,0,0,0,0,0,0,8,30,10,16,17,23,23,22,13,7,177,..,0,5,5,12,22,28,22,6,96,..,5,6,6,7,8,0,0,0,37,..,0,3,3,5,8,0,4,0,31,49,..,..,..,..,..,..,..,..,49,..,11,..,..,..,..,..,..,..,11,..,11,8,10,6,0,0,0,0,35,..,5,6,0,0,5,0,0,0,16,..,0,0,0,0,0,4,0,0,4,..,0,0,0,0,3,0,0,0,6,..,0,6,3,9,15,17,8,3,60,5,0,0,0,0,0,6,0,0,16,55,30,39,33,41,52,56,42,12,359
SAL11208,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,7,10,9,5,0,38,..,0,0,0,9,11,18,0,0,32,..,0,0,0,8,0,3,0,0,10,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,6,..,..,..,..,..,..,..,6,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,7,5,3,0,20,0,0,0,0,0,3,0,0,0,0,3,6,4,3,16,20,28,3,0,87
