SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC11098,17,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
SSC11099,2527,70,99,15,15,2723,822,74,115,5,8,1029,115,12,10,3,0,141,3457,152,229,23,27,3890
SSC11100,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC11101,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC11102,78,0,0,4,0,83,18,0,0,3,0,22,3,0,0,0,0,3,91,0,0,6,0,104
SSC11103,33,0,3,0,13,46,3,0,0,0,0,7,4,0,0,0,0,0,35,0,3,3,11,53
SSC11104,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11105,3956,394,0,9,11,4373,376,95,3,0,0,469,73,12,0,0,0,92,4405,501,4,12,12,4934
SSC11106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11107,33,0,0,0,0,33,12,0,0,0,0,12,0,0,0,0,0,0,46,0,0,0,0,46
SSC11108,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11109,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC11110,11,0,0,0,0,11,5,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,12
SSC11111,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC11112,815,514,3137,4,4,4471,31,27,253,0,3,318,17,22,53,0,0,87,867,560,3442,4,8,4876
SSC11113,135,77,727,0,4,943,4,9,74,0,0,85,0,0,16,0,0,21,141,83,821,0,4,1044
SSC11114,377,26,15,0,37,463,86,17,3,0,7,110,20,7,0,0,3,29,482,51,25,3,42,604
SSC11115,723,312,506,0,0,1545,184,73,128,0,0,390,23,14,21,0,0,58,933,402,648,0,0,1992
SSC11116,427,0,21,4,4,459,183,0,17,0,0,199,36,0,4,0,0,39,645,0,36,4,4,693
SSC11117,12,0,0,0,0,11,5,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,19
SSC11118,1777,179,221,3,7,2185,113,31,128,0,4,281,31,3,18,0,0,48,1921,219,364,6,11,2516
SSC11119,1415,390,4759,56,13,6635,142,46,727,5,8,927,37,5,130,5,0,184,1584,439,5616,72,19,7738
SSC11120,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC11121,45,0,0,0,0,45,9,0,0,0,0,9,0,0,0,0,0,0,51,0,0,0,0,51
SSC11122,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,20
SSC11123,706,21,0,7,0,733,262,38,3,0,0,301,30,8,0,0,0,36,998,59,3,10,0,1071
SSC11124,23,0,0,0,0,23,8,0,0,0,0,8,0,0,0,0,0,0,31,0,0,0,0,31
SSC11125,26,0,0,0,0,31,6,0,0,0,0,6,0,0,0,0,0,0,34,0,0,0,0,40
SSC11126,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4
SSC11127,162,3,3,0,0,167,19,0,0,0,0,19,0,0,0,0,0,0,181,3,3,0,0,183
SSC11128,150,4,0,0,0,155,30,0,0,0,0,29,8,0,0,0,0,8,184,8,0,0,0,188
SSC11129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11130,19,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,31,0,0,0,0,27
SSC11131,197,596,1101,8,9,1915,18,39,78,0,0,136,0,8,16,0,3,28,221,642,1196,14,12,2078
SSC11132,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC11133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11134,1638,479,780,27,13,2949,274,49,114,3,0,437,35,16,27,0,0,80,1952,545,923,32,19,3472
SSC11135,1421,960,773,14,12,3179,265,127,186,0,0,577,52,23,18,0,3,95,1735,1112,973,17,20,3856
SSC11136,19,0,0,0,0,19,6,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,23
SSC11137,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,17
SSC11138,73,0,3,0,0,74,14,0,0,0,0,15,0,0,0,0,0,0,83,0,6,3,0,87
SSC11139,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC11140,146,0,0,0,0,148,46,0,0,0,0,44,10,0,0,0,0,10,205,0,0,0,0,208
SSC11141,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,17
SSC11142,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11143,191,46,3,3,3,247,24,10,0,0,0,33,5,0,0,0,0,10,220,54,3,5,0,284
SSC11144,96,0,0,0,0,96,7,0,0,0,0,11,3,0,0,0,0,3,108,0,0,0,0,107
SSC11145,76,0,0,10,0,84,17,0,0,13,0,29,5,0,0,0,0,5,95,0,0,18,0,117
SSC11146,789,35,12,10,4,848,214,35,6,0,0,265,29,0,0,0,0,30,1036,71,19,12,6,1148
SSC11147,385,3,7,3,0,396,113,0,6,7,0,123,15,0,0,0,0,14,508,6,4,12,0,530
SSC11148,47,0,0,0,0,47,34,0,0,0,0,34,3,0,0,0,0,3,76,0,0,0,0,76
SSC11149,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11150,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC11151,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC11152,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC11153,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC11154,419,17,0,0,6,434,28,0,0,0,0,28,7,0,0,0,0,7,453,17,0,0,6,473
SSC11155,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11156,46,0,0,0,0,48,10,0,0,0,0,10,3,0,0,0,0,3,56,0,0,0,0,65
SSC11157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11158,19,0,0,34,0,55,5,0,0,21,0,29,5,0,0,5,0,10,27,0,0,65,0,94
SSC11159,120,0,0,0,0,118,45,0,0,0,0,48,7,0,0,0,0,7,173,0,0,0,0,175
SSC11160,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,5
SSC11161,550,15,0,16,3,583,110,3,0,6,0,124,20,0,0,4,0,30,685,19,0,25,3,739
SSC11162,3,0,0,10,0,9,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,9,0,11
SSC11163,32,0,0,0,0,32,9,0,0,0,0,9,3,0,0,0,0,3,41,0,0,0,0,41
SSC11164,37,0,0,0,0,39,16,0,0,0,0,18,3,0,0,0,0,3,59,0,0,3,0,59
SSC11165,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC11166,37,0,0,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,43
SSC11167,500,55,105,8,0,665,24,7,17,8,0,51,5,0,3,21,0,26,525,54,121,35,3,743
SSC11168,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,6
SSC11169,205,0,0,3,3,212,62,0,0,0,0,62,7,0,0,0,0,7,269,0,0,3,3,275
SSC11170,106,0,0,0,0,105,20,0,0,8,0,24,4,0,0,0,0,10,128,0,0,12,0,141
SSC11171,17,0,0,0,0,17,10,0,0,0,0,10,0,0,0,0,0,0,21,0,0,0,0,21
SSC11172,93,0,0,3,0,97,25,0,0,0,0,25,0,0,0,0,0,0,117,0,0,3,0,122
SSC11173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11174,47,0,0,0,0,49,5,0,0,0,0,5,0,0,0,0,0,0,56,0,0,0,0,59
SSC11175,1341,150,0,0,3,1499,118,14,0,0,0,138,18,4,0,0,0,20,1481,173,0,0,3,1654
SSC11176,133,0,0,0,0,136,33,0,0,0,0,33,3,0,0,0,0,3,165,0,0,0,0,172
SSC11177,48,0,0,0,0,48,5,0,0,0,0,5,0,0,0,0,0,4,58,0,0,0,0,58
SSC11178,50,0,0,0,0,50,9,0,0,0,0,9,3,0,0,0,0,3,61,0,0,0,0,61
SSC11179,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,19,0,0,0,0,19
SSC11180,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11181,16,0,0,0,0,16,7,0,0,0,0,7,0,0,0,0,0,0,23,0,0,0,0,23
SSC11182,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,3,12,0,0,0,0,14
SSC11183,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC11184,11,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SSC11185,53,222,37,0,0,320,27,118,44,0,0,187,0,19,13,0,0,27,83,356,97,0,0,538
SSC11186,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11187,7,0,0,0,0,7,5,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,12
SSC11188,48,0,0,0,0,53,7,0,0,0,0,7,0,0,0,0,0,0,55,0,0,0,0,60
SSC11189,173,16,41,0,0,240,33,4,25,0,0,58,5,0,9,0,0,15,217,22,70,0,0,311
SSC11190,66,0,0,3,0,72,15,0,0,0,0,22,0,0,0,0,0,0,81,0,0,3,0,89
SSC11191,552,24,14,0,3,591,121,11,3,0,0,134,21,6,0,0,0,20,686,41,12,0,8,753
SSC11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11193,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC11194,58,0,0,0,4,58,16,0,0,0,0,16,0,0,0,0,0,0,77,0,0,0,4,75
SSC11195,66,0,0,0,0,66,12,0,0,0,0,12,0,0,0,0,0,0,80,0,0,0,0,80
SSC11196,24,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,34,0,0,0,0,34
SSC11197,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11198,29,0,0,0,0,29,7,0,0,0,0,7,0,0,0,0,0,0,34,0,0,0,0,34
SSC11199,104,0,0,0,0,104,7,0,0,0,0,7,3,0,0,0,0,3,117,0,0,0,0,117
SSC11200,39,0,0,0,0,39,6,0,0,0,0,6,0,0,0,0,0,0,47,0,0,0,0,47
SSC11201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11202,2827,258,43,3,10,3145,503,128,43,0,3,679,86,25,11,0,4,126,3418,405,101,7,11,3947
SSC11203,94,3,0,16,0,109,14,0,0,14,0,21,4,0,0,3,0,9,110,3,0,30,0,143
SSC11204,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC11205,70,0,0,0,0,70,19,0,0,0,0,18,3,0,0,0,0,3,93,0,0,0,0,94
SSC11206,95,10,0,0,0,111,61,7,0,0,0,69,3,0,0,0,0,7,161,17,4,0,0,183
SSC11207,21,0,0,0,0,26,15,0,0,0,0,15,3,0,0,0,0,3,38,0,0,0,0,40
SSC11208,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC11209,24,0,0,0,0,24,3,0,0,0,0,5,0,0,0,0,3,3,33,0,0,0,0,32
SSC11210,58,0,0,0,0,58,11,0,0,0,0,11,0,0,0,0,0,0,66,0,0,0,0,66
SSC11211,105,93,1471,0,13,1678,7,5,115,0,0,125,5,0,44,0,3,55,118,106,1621,0,17,1863
SSC11212,21,952,3419,14,27,4435,3,66,361,0,3,434,3,40,97,0,26,173,25,1057,3881,20,59,5039
SSC11213,99,24,3,0,0,127,11,5,0,0,0,15,0,0,0,0,0,0,110,32,3,0,0,140
SSC11214,36,504,471,10,24,1049,0,45,33,0,0,75,5,28,7,0,3,47,40,577,512,10,26,1165
SSC11215,280,0,3,3,0,288,116,0,5,3,0,126,6,0,0,0,0,6,408,3,7,5,0,421
SSC11216,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SSC11217,30,0,0,0,3,33,6,0,0,0,0,6,0,0,0,0,0,0,35,0,0,0,3,42
SSC11218,234,0,0,0,0,229,17,0,0,0,0,17,5,0,0,0,0,5,251,0,0,0,0,249
SSC11219,849,5,11,0,0,869,21,0,0,0,0,21,9,0,0,0,0,8,875,5,11,0,3,900
SSC11220,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC11221,610,84,89,0,3,783,104,54,29,0,0,189,11,3,8,0,0,23,727,141,125,0,3,999
SSC11222,3,33,114,0,0,152,0,0,0,0,0,0,0,0,3,0,0,3,3,35,119,0,0,151
SSC11223,23,0,0,0,0,23,10,0,0,0,0,10,0,0,0,0,0,0,35,0,0,0,0,35
SSC11224,780,23,0,0,0,806,115,9,0,0,0,121,15,3,0,0,0,17,906,33,3,0,0,941
SSC11225,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8
SSC11226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11227,1274,227,5894,16,21,7428,139,28,836,3,7,1011,27,11,180,0,5,226,1440,271,6912,20,25,8661
SSC11228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11229,30,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,0,36,0,0,0,0,34
SSC11230,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12
SSC11231,122,0,0,0,0,131,46,0,0,0,0,53,4,0,0,0,3,12,180,0,0,3,7,188
SSC11232,33,0,0,0,0,33,20,0,0,0,0,20,0,0,0,0,0,0,55,0,0,0,0,55
SSC11233,93,0,0,0,0,94,57,0,0,0,0,61,7,0,0,0,0,5,154,0,0,4,0,153
SSC11234,142,0,0,0,5,153,68,0,0,0,0,66,6,0,0,0,0,6,222,0,0,0,7,228
SSC11235,383,0,6,17,90,498,28,0,5,12,10,48,17,0,0,3,0,14,425,0,10,28,102,568
SSC11236,116,27,17,0,0,160,20,9,3,0,0,34,4,0,0,0,0,3,137,35,25,0,0,192
SSC11237,1990,28,117,18,23,2177,615,29,102,8,15,766,82,3,13,3,0,100,2689,63,235,30,31,3043
SSC11238,901,167,3,0,3,1075,69,20,0,0,0,91,23,5,0,0,0,27,993,193,5,0,3,1192
SSC11239,483,135,4,0,3,621,35,9,0,0,0,48,17,3,0,0,0,20,533,143,4,0,3,681
SSC11240,251,6,3,0,0,259,23,0,0,0,0,23,9,0,0,0,0,9,283,6,3,0,0,289
SSC11241,456,12,5,3,5,482,117,37,5,0,0,168,22,0,16,0,0,39,592,49,26,3,10,682
SSC11242,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,10
SSC11243,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC11244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11245,26,0,0,0,0,26,5,0,0,0,0,3,3,0,0,0,0,3,32,0,0,0,0,33
SSC11246,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC11247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11248,653,4,0,6,0,662,133,5,0,0,0,136,29,4,0,0,0,31,809,10,0,4,3,835
SSC11249,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC11250,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,10
SSC11251,265,25,11,3,0,300,20,5,3,0,0,33,7,0,0,0,0,7,292,33,14,3,0,336
SSC11252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11253,14,0,0,0,0,14,6,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,17
SSC11254,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC11255,22,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,31,0,0,0,0,32
SSC11256,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC11257,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC11258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11259,16,0,0,0,0,16,9,0,0,0,0,9,0,0,0,0,0,0,27,0,0,0,0,27
SSC11260,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,23
SSC11261,21,0,0,0,0,20,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,25
SSC11262,37,0,0,0,0,37,8,0,0,0,0,10,0,0,0,0,0,0,42,0,0,0,0,47
SSC11263,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,19,0,0,0,0,19
SSC11264,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11
SSC11265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11266,166,12,0,0,0,180,7,0,0,0,0,9,3,0,0,0,0,4,182,8,3,0,0,191
SSC11267,92,74,431,0,0,601,19,18,84,0,0,123,3,3,16,0,0,20,120,95,531,0,0,750
SSC11268,17,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,22,0,0,0,0,24
SSC11269,56,3,0,0,0,55,16,0,0,0,0,15,0,0,0,0,0,0,65,3,0,3,0,77
SSC11270,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,45
SSC11271,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC11272,201,0,0,0,0,201,46,0,0,3,0,51,7,0,0,0,0,7,256,0,0,0,0,262
SSC11273,20,0,0,0,0,20,10,0,0,0,0,10,4,0,0,0,0,3,39,0,0,0,0,38
SSC11274,72,0,0,0,0,72,27,0,0,0,0,25,3,0,0,0,0,3,97,0,0,0,0,102
SSC11275,2968,276,37,0,8,3286,613,75,25,0,3,722,121,20,0,0,4,150,3707,366,67,0,18,4152
SSC11276,77,0,3,3,3,84,11,0,0,0,0,11,0,0,0,0,0,0,88,0,3,3,3,99
SSC11277,495,0,7,0,0,503,118,0,4,0,0,122,31,0,0,0,0,31,646,0,11,0,0,664
SSC11278,339,3,7,0,5,360,131,0,13,0,0,145,13,0,0,0,3,16,483,7,13,5,8,524
SSC11279,31,0,0,0,0,33,9,0,0,0,0,5,0,0,0,0,0,0,43,0,0,0,0,42
SSC11280,43,0,0,0,0,43,3,0,0,0,0,8,0,0,0,0,0,0,52,0,0,0,0,52
SSC11281,257,175,1323,12,6,1778,17,14,115,0,0,144,11,4,59,0,0,75,290,194,1497,12,3,1996
SSC11282,39,0,0,0,0,44,13,0,0,0,0,13,0,0,0,0,0,0,54,0,0,0,0,52
SSC11283,360,3,4,3,4,378,29,0,3,0,0,37,12,0,0,0,0,17,402,9,12,3,4,429
SSC11284,786,130,247,0,4,1161,34,5,25,0,0,63,20,3,3,0,0,30,838,135,271,0,5,1256
SSC11285,37,0,0,0,0,36,11,0,0,0,0,11,0,0,0,0,0,0,42,0,0,0,0,48
SSC11286,84,0,0,0,0,83,20,0,0,0,0,21,3,0,0,0,0,3,109,0,0,0,0,105
SSC11287,120,0,0,0,0,120,79,0,0,0,0,79,6,0,0,0,0,6,212,0,0,0,0,212
SSC11288,14,0,0,0,0,14,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20
SSC11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11290,87,0,0,0,4,94,48,0,0,4,0,45,3,0,0,0,0,3,136,0,0,6,4,141
SSC11291,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC11292,0,0,0,15,0,13,3,0,0,3,0,8,0,0,0,0,0,0,8,0,0,21,0,24
SSC11293,1278,473,2241,42,44,4083,138,32,253,7,9,438,20,13,64,0,9,104,1440,521,2555,49,60,4628
SSC11294,9,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,15
SSC11295,11,0,0,0,0,11,4,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,17
SSC11296,9329,624,654,67,37,10710,1869,320,456,27,11,2684,288,27,59,4,4,383,11488,965,1172,91,60,13782
SSC11297,12,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,0,22,0,0,0,0,21
SSC11298,27,0,0,0,0,25,9,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,42
SSC11299,12,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,19
SSC11300,673,38,10,0,0,718,78,11,6,0,0,97,16,0,3,0,0,21,767,48,18,0,0,841
SSC11301,121,0,0,0,0,125,11,0,0,0,0,11,7,0,0,0,0,7,134,0,0,0,0,141
SSC11302,43,3,0,0,0,40,3,0,0,0,0,3,0,0,0,0,0,0,43,3,0,0,0,45
SSC11303,1407,559,2546,147,20,4678,255,41,318,25,9,648,33,16,83,4,7,146,1695,613,2952,174,32,5473
SSC11304,41,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,45
SSC11305,25,0,0,0,0,25,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
SSC11306,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC11307,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
SSC11308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11309,104,0,0,0,0,105,13,0,0,0,0,13,6,0,0,0,0,8,121,0,0,0,0,123
SSC11310,263,3,18,47,0,330,53,0,8,38,0,100,8,0,0,6,0,12,324,9,25,86,0,446
SSC11311,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC11312,674,532,89,8,4,1303,88,40,5,0,0,142,16,13,3,0,0,29,783,583,96,7,4,1473
SSC11313,1061,393,53,0,10,1518,113,105,20,0,0,239,34,22,5,0,0,68,1212,528,71,0,12,1826
SSC11314,44,0,0,0,0,44,14,0,0,0,0,14,0,0,0,0,0,0,63,0,0,0,0,61
SSC11315,24,0,0,0,0,24,14,0,0,0,0,11,0,0,0,0,0,0,44,0,0,0,0,40
SSC11316,270,0,7,0,9,285,139,0,4,0,0,145,5,0,0,0,0,5,412,0,12,0,10,429
SSC11317,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC11318,65,0,0,0,0,65,8,0,0,0,0,8,3,0,0,0,0,3,74,0,0,0,0,77
SSC11319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11320,541,6,16,0,3,564,219,8,8,4,0,237,22,0,3,0,0,31,782,19,24,3,3,828
SSC11321,109,0,0,0,0,105,23,0,0,0,0,23,0,0,0,0,0,0,131,0,0,0,0,134
SSC11322,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC11323,61,0,0,0,0,57,9,0,0,0,0,7,0,0,0,0,0,0,65,0,0,3,0,68
SSC11324,24,0,0,3,0,26,6,0,0,6,0,13,0,0,0,0,0,0,33,0,0,8,0,43
SSC11325,216,0,0,7,0,222,30,0,0,0,0,32,10,0,0,0,0,11,255,0,3,7,0,263
SSC11326,148,0,0,0,0,148,24,0,0,0,0,24,0,0,0,0,0,0,165,0,0,0,0,165
SSC11327,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC11328,1787,204,56,52,8,2106,106,18,45,16,0,180,27,3,5,7,0,48,1922,219,102,69,13,2330
SSC11329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11330,65,0,0,0,0,65,4,0,0,0,0,4,0,0,0,0,0,0,74,0,0,0,0,74
SSC11331,66,3,0,0,0,67,6,0,0,0,0,6,3,0,0,0,0,4,73,3,0,0,0,76
SSC11332,146,0,0,3,0,148,24,0,0,0,0,30,3,0,0,0,0,3,173,0,3,3,0,183
SSC11333,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC11334,31,0,0,0,0,31,5,0,0,0,0,5,0,0,0,0,0,0,39,0,0,0,0,39
SSC11335,4,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8
SSC11336,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC11337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC11338,102,0,0,0,0,102,33,0,0,0,0,33,0,0,0,0,0,0,132,0,0,0,0,132
SSC11339,23,0,0,0,0,25,12,0,0,0,0,12,0,0,0,0,0,0,35,0,0,0,0,36
SSC11340,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SSC11341,1368,135,5,0,0,1507,192,34,4,0,0,233,28,0,0,0,0,30,1588,174,8,0,0,1769
SSC11342,55,0,0,0,0,58,11,0,0,0,0,11,0,0,0,0,0,0,71,0,0,0,0,74
SSC11343,3750,422,423,10,13,4613,809,58,98,0,3,966,125,12,19,3,3,170,4682,493,542,7,17,5754
SSC11344,1610,347,51,0,4,2009,254,96,15,0,3,364,39,19,10,0,0,63,1896,463,75,0,4,2441
SSC11345,1187,543,163,53,4,1944,118,113,22,26,0,282,21,20,0,9,0,49,1324,670,191,83,9,2270
SSC11346,467,45,12,0,0,527,57,6,10,0,0,75,15,0,0,0,0,16,539,54,19,0,0,619
SSC11347,60,0,0,3,0,61,13,0,0,0,0,12,0,0,0,0,0,0,72,0,0,6,0,75
