UCL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL121032,..,0,3,11,12,22,32,28,3,110,..,0,11,11,4,8,4,0,0,37,..,0,0,0,0,0,0,0,0,6,54,..,..,..,..,..,..,..,..,54,..,4,..,..,..,..,..,..,..,4,..,13,0,0,0,9,0,0,0,18,..,0,0,0,0,0,0,3,0,4,..,0,3,0,0,0,0,0,0,8,..,0,5,0,5,0,4,0,0,10,..,7,4,5,4,11,19,9,6,59,0,0,0,0,0,0,6,0,0,8,54,27,29,26,22,47,53,45,4,310,..,0,6,9,15,25,36,15,0,108,..,0,13,11,8,7,0,0,0,35,..,5,0,0,11,0,0,4,0,26,41,..,..,..,..,..,..,..,..,41,..,17,..,..,..,..,..,..,..,17,..,6,3,0,0,4,0,0,0,9,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,3
UCL121033,..,0,3,24,4,12,12,9,0,68,..,0,3,10,9,0,0,0,0,25,..,0,0,0,5,0,0,0,0,4,56,..,..,..,..,..,..,..,..,56,..,9,..,..,..,..,..,..,..,9,..,3,6,3,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,..,0,3,0,4,0,0,0,0,6,..,0,6,0,0,5,3,0,0,16,..,0,0,3,4,4,4,0,0,18,4,0,0,0,0,0,0,0,0,11,59,17,26,39,23,29,19,12,0,222,..,0,4,23,11,16,11,4,0,68,..,0,12,4,0,0,0,3,0,23,..,0,0,7,6,0,0,0,0,16,53,..,..,..,..,..,..,..,..,53,..,11,..,..,..,..,..,..,..,11,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,4,0,0,5,..,0,4,0,0,0,0,0,0,4
UCL121034,..,0,3,28,51,26,17,9,0,138,..,6,15,4,7,4,8,0,0,44,..,0,0,0,5,7,0,0,0,7,70,..,..,..,..,..,..,..,..,70,..,19,..,..,..,..,..,..,..,19,..,16,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,3,7,0,0,4,0,0,0,14,..,10,24,0,0,0,0,0,0,38,..,3,6,6,3,8,4,0,3,30,0,0,4,0,5,0,0,0,0,9,70,60,54,47,71,40,31,12,4,394,..,0,7,40,56,24,16,3,5,140,..,5,17,5,14,9,6,0,0,42,..,0,0,5,9,3,0,0,4,13,74,..,..,..,..,..,..,..,..,74,..,28,..,..,..,..,..,..,..,28,..,11,0,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,6,6,0,4,0,0,0,0,12
UCL121035,..,0,29,24,48,41,29,16,0,176,..,4,18,10,16,3,4,0,0,54,..,0,0,0,0,9,3,0,3,17,130,..,..,..,..,..,..,..,..,130,..,21,..,..,..,..,..,..,..,21,..,33,18,6,0,0,0,0,0,62,..,6,4,0,0,5,0,5,0,20,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,4,0,0,0,6,..,0,0,0,10,11,8,4,0,32,3,0,0,0,0,0,0,0,0,12,130,71,64,49,68,72,45,19,3,534,..,0,25,37,45,44,23,11,0,186,..,11,16,10,4,9,0,0,0,50,..,7,20,18,13,6,6,3,0,61,126,..,..,..,..,..,..,..,..,126,..,30,..,..,..,..,..,..,..,30,..,23,9,0,3,0,0,0,0,35,..,0,0,0,0,0,4,0,6,13,..,0,0,0,0,0,0,0,0,0
UCL121036,..,0,12,57,60,41,64,27,3,269,..,3,17,12,8,4,8,0,0,66,..,0,0,0,0,6,0,0,0,5,171,..,..,..,..,..,..,..,..,171,..,39,..,..,..,..,..,..,..,39,..,26,7,8,5,0,0,0,0,52,..,0,0,0,0,0,0,0,0,5,..,5,3,4,4,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,6,0,0,24,0,0,4,3,4,4,0,0,0,12,172,72,46,89,86,60,78,30,3,649,..,7,26,63,65,46,57,18,0,275,..,5,20,16,5,18,0,0,0,69,..,0,13,11,13,0,3,5,0,50,171,..,..,..,..,..,..,..,..,171,..,33,..,..,..,..,..,..,..,33,..,13,3,5,4,0,0,0,0,27,..,0,0,0,0,9,5,4,6,16,..,0,3,0,0,0,0,0,0,11
UCL121037,..,0,9,17,32,30,46,16,6,147,..,0,10,10,9,10,0,4,0,45,..,0,0,5,0,3,0,0,0,11,55,..,..,..,..,..,..,..,..,55,..,13,..,..,..,..,..,..,..,13,..,14,5,9,3,0,0,0,0,30,..,4,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,8,0,0,10,..,0,0,3,10,3,15,8,0,47,0,6,0,3,5,0,9,0,0,26,55,38,28,41,56,47,81,30,4,381,..,0,8,17,38,28,47,12,0,149,..,5,17,8,5,8,5,0,0,44,..,0,3,5,9,4,0,3,0,22,55,..,..,..,..,..,..,..,..,55,..,17,..,..,..,..,..,..,..,17,..,11,0,3,0,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,3,3,0,0,0,0,0,0,3
UCL121038,..,0,11,10,13,26,26,14,4,99,..,3,7,5,8,0,3,0,0,20,..,0,0,3,0,0,0,0,0,5,41,..,..,..,..,..,..,..,..,41,..,8,..,..,..,..,..,..,..,8,..,10,3,8,0,0,0,0,0,25,..,5,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,5,16,7,4,42,0,0,0,0,0,4,0,0,0,12,42,23,23,24,23,40,50,25,8,255,..,0,17,8,11,33,22,10,0,99,..,4,9,5,7,7,0,0,0,20,..,0,4,3,0,0,0,0,4,20,38,..,..,..,..,..,..,..,..,38,..,7,..,..,..,..,..,..,..,7,..,8,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0
UCL121039,..,0,3,14,29,37,22,9,5,116,..,0,11,15,9,3,4,0,0,40,..,0,0,0,0,0,0,0,0,4,63,..,..,..,..,..,..,..,..,63,..,11,..,..,..,..,..,..,..,11,..,13,3,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,5,..,0,6,4,3,0,0,0,0,12,..,3,11,0,0,0,5,0,0,13,..,0,0,3,0,5,3,6,0,11,0,0,0,4,0,0,0,0,0,5,63,24,31,44,45,43,37,15,3,301,..,0,6,25,30,25,19,5,0,115,..,5,18,3,8,6,3,0,0,44,..,0,0,3,10,8,0,0,0,19,61,..,..,..,..,..,..,..,..,61,..,7,..,..,..,..,..,..,..,7,..,4,4,0,0,0,0,0,0,15,..,8,0,0,0,0,0,0,0,10,..,6,0,0,0,0,0,0,0,12
UCL121040,..,0,6,19,43,24,15,13,0,119,..,3,0,0,5,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,59,..,..,..,..,..,..,..,..,59,..,18,..,..,..,..,..,..,..,18,..,13,5,0,0,0,0,0,0,16,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,5,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,59,34,9,29,49,33,20,14,0,246,..,0,4,31,34,29,18,3,0,123,..,0,0,0,6,3,0,0,0,13,..,0,0,0,0,0,0,0,0,5,38,..,..,..,..,..,..,..,..,38,..,20,..,..,..,..,..,..,..,20,..,12,8,0,0,0,0,0,0,12,..,0,0,0,0,0,0,4,0,3,..,0,0,0,0,0,0,0,0,0
UCL121041,..,0,6,11,16,22,28,25,0,109,..,0,3,3,4,9,0,0,0,17,..,0,0,0,0,0,0,0,0,10,43,..,..,..,..,..,..,..,..,43,..,14,..,..,..,..,..,..,..,14,..,13,0,0,9,3,0,0,0,26,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,0,5,0,0,12,..,0,3,4,3,6,9,9,0,37,0,0,0,0,0,3,0,0,0,9,43,30,22,14,40,41,44,34,8,264,..,8,8,16,13,20,30,19,0,113,..,0,5,0,0,3,4,0,0,20,..,0,7,3,5,3,0,0,0,21,46,..,..,..,..,..,..,..,..,46,..,9,..,..,..,..,..,..,..,9,..,7,3,0,3,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,6,0,0,0,0,0,0,0,9
UCL121042,..,0,3,10,16,33,27,16,3,107,..,0,11,0,0,4,0,0,0,22,..,0,0,0,6,3,0,0,0,10,29,..,..,..,..,..,..,..,..,29,..,9,..,..,..,..,..,..,..,9,..,5,6,0,0,5,0,0,0,15,..,5,0,0,0,0,0,0,0,9,..,3,0,0,0,0,5,0,0,10,..,4,3,0,0,0,3,0,0,11,..,0,4,3,6,8,7,0,0,23,0,0,0,4,0,0,0,5,0,11,29,24,33,19,24,54,41,25,6,251,..,0,10,13,15,31,23,21,4,115,..,4,8,3,3,5,0,0,0,21,..,0,0,6,0,3,0,5,0,11,20,..,..,..,..,..,..,..,..,20,..,10,..,..,..,..,..,..,..,10,..,3,5,3,0,0,0,0,0,9,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4
UCL121043,..,0,17,34,29,25,21,9,0,134,..,0,7,3,0,0,3,4,0,24,..,0,0,0,3,0,0,0,0,0,87,..,..,..,..,..,..,..,..,87,..,20,..,..,..,..,..,..,..,20,..,11,9,0,0,0,0,0,0,29,..,0,0,0,0,0,5,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,3,0,0,9,..,0,4,4,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,6,87,47,34,42,45,34,32,12,3,334,..,0,18,37,35,24,14,3,0,133,..,0,3,7,5,0,5,3,0,24,..,0,0,9,10,0,4,0,0,23,85,..,..,..,..,..,..,..,..,85,..,16,..,..,..,..,..,..,..,16,..,7,0,0,0,0,0,0,0,12,..,0,0,0,0,0,0,4,0,0,..,0,0,0,0,0,0,0,0,0
UCL121044,..,0,8,14,9,13,18,10,0,74,..,0,11,0,4,4,0,0,0,28,..,0,0,0,0,4,0,0,0,4,55,..,..,..,..,..,..,..,..,55,..,7,..,..,..,..,..,..,..,7,..,10,3,3,3,0,0,0,0,18,..,0,3,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,4,7,6,0,22,0,0,0,0,0,0,0,0,0,4,55,22,24,22,22,29,32,16,7,222,..,0,17,4,13,15,16,4,0,72,..,4,5,4,10,3,5,0,0,28,..,0,6,8,7,5,0,0,0,26,52,..,..,..,..,..,..,..,..,52,..,15,..,..,..,..,..,..,..,15,..,7,0,4,5,0,0,0,0,11,..,0,0,0,0,6,6,0,0,8,..,0,0,0,0,0,0,0,0,0
UCL121045,..,0,3,10,17,27,25,14,5,104,..,3,7,6,10,6,0,3,0,36,..,0,0,0,6,0,0,0,0,4,34,..,..,..,..,..,..,..,..,34,..,6,..,..,..,..,..,..,..,6,..,8,8,0,3,0,0,0,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,3,0,0,9,..,0,0,0,5,3,9,3,3,26,0,0,0,0,0,0,0,0,0,5,34,23,20,17,38,43,39,26,9,244,..,0,4,13,18,31,27,15,0,107,..,0,11,7,7,5,0,0,0,33,..,0,4,4,0,0,0,0,0,14,33,..,..,..,..,..,..,..,..,33,..,9,..,..,..,..,..,..,..,9,..,7,3,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5
UCL121046,..,0,10,33,28,17,8,6,3,105,..,0,3,0,8,8,0,0,0,23,..,0,0,0,0,0,0,0,0,3,69,..,..,..,..,..,..,..,..,69,..,14,..,..,..,..,..,..,..,14,..,7,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,69,28,26,38,34,30,17,9,3,243,..,0,9,33,28,16,13,5,0,107,..,0,5,6,10,8,4,0,0,31,..,0,0,0,12,0,0,0,0,14,60,..,..,..,..,..,..,..,..,60,..,12,..,..,..,..,..,..,..,12,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
UCL121047,..,0,15,27,22,20,17,5,0,107,..,3,8,9,10,5,5,0,0,36,..,0,0,0,3,0,0,0,0,8,69,..,..,..,..,..,..,..,..,69,..,4,..,..,..,..,..,..,..,4,..,9,3,0,3,0,0,0,0,11,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,5,4,10,5,4,0,30,0,0,0,0,0,0,0,0,0,5,69,17,34,40,41,41,27,12,0,281,..,0,24,21,25,17,12,3,0,106,..,7,14,6,5,0,3,3,0,37,..,0,3,0,0,0,5,0,0,12,69,..,..,..,..,..,..,..,..,69,..,7,..,..,..,..,..,..,..,7,..,5,4,0,0,0,0,0,0,7,..,0,0,0,0,0,3,4,0,10,..,0,0,0,0,0,0,0,0,0
UCL121048,..,0,6,7,26,30,38,13,0,118,..,0,7,3,7,3,8,0,0,28,..,0,0,0,4,0,0,0,0,6,41,..,..,..,..,..,..,..,..,41,..,13,..,..,..,..,..,..,..,13,..,12,0,0,0,0,0,0,0,17,..,0,0,0,0,0,0,0,0,0,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,41,23,18,18,44,39,44,19,0,245,..,0,4,8,27,25,34,7,0,117,..,4,7,8,10,4,4,0,0,30,..,0,0,4,0,0,0,0,0,11,42,..,..,..,..,..,..,..,..,42,..,9,..,..,..,..,..,..,..,9,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,8,..,3,0,0,0,0,0,0,0,0
UCL121049,..,0,8,17,28,20,19,11,0,101,..,0,9,6,0,0,0,5,0,18,..,0,0,0,0,0,0,0,0,0,65,..,..,..,..,..,..,..,..,65,..,9,..,..,..,..,..,..,..,9,..,26,5,7,0,0,0,0,0,41,..,4,3,0,0,0,0,0,0,11,..,4,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,11,0,4,5,3,6,0,24,0,0,0,0,0,0,0,0,0,9,65,48,37,40,37,28,20,14,3,286,..,0,15,26,32,16,13,9,0,107,..,3,10,7,4,0,0,0,0,21,..,0,5,3,5,0,4,0,0,19,61,..,..,..,..,..,..,..,..,61,..,10,..,..,..,..,..,..,..,10,..,11,4,0,0,0,0,0,0,21,..,0,5,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,9
UCL121050,..,0,0,8,6,12,25,56,12,118,..,0,6,0,9,7,8,6,0,32,..,0,0,0,0,0,0,0,0,5,15,..,..,..,..,..,..,..,..,15,..,6,..,..,..,..,..,..,..,6,..,0,0,3,4,4,0,0,0,10,..,0,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,3,9,..,0,0,0,4,11,15,13,4,49,0,0,0,3,0,0,3,0,0,7,15,12,13,12,22,35,57,75,20,254,..,0,3,0,5,18,39,43,8,118,..,0,7,4,3,6,6,6,0,30,..,0,0,0,7,0,3,4,0,21,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,3,4,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL121051,..,0,7,20,20,31,50,32,3,161,..,6,6,3,4,10,4,0,0,32,..,0,0,0,0,5,0,0,0,7,73,..,..,..,..,..,..,..,..,73,..,11,..,..,..,..,..,..,..,11,..,16,9,6,4,0,0,0,0,32,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,3,0,3,3,0,0,15,..,0,3,5,4,22,15,11,8,74,5,0,0,0,0,3,0,0,0,9,77,37,31,33,35,74,75,44,12,427,..,0,11,20,16,40,40,26,4,163,..,8,12,5,7,6,4,0,0,41,..,0,9,9,0,5,7,0,0,33,74,..,..,..,..,..,..,..,..,74,..,6,..,..,..,..,..,..,..,6,..,3,0,0,0,0,0,0,0,11,..,0,0,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL121052,..,0,4,15,20,28,37,23,10,144,..,5,4,13,9,4,0,6,0,31,..,0,0,0,0,0,0,0,0,8,34,..,..,..,..,..,..,..,..,34,..,5,..,..,..,..,..,..,..,5,..,9,9,0,5,0,0,0,0,24,..,3,0,0,0,0,0,0,0,7,..,5,0,0,0,0,0,0,0,5,..,0,4,0,7,0,5,0,0,14,..,4,11,0,13,19,18,11,0,69,3,0,0,4,0,7,3,0,0,18,43,30,33,36,50,59,77,36,11,370,..,0,12,24,15,36,39,17,0,143,..,4,13,10,0,9,3,0,0,34,..,0,0,4,0,3,0,0,0,19,44,..,..,..,..,..,..,..,..,44,..,3,..,..,..,..,..,..,..,3,..,4,5,0,0,5,0,0,0,13,..,0,0,0,0,0,3,0,0,6,..,3,0,0,3,0,0,0,0,4
UCL121053,..,0,15,11,15,18,35,15,7,113,..,0,3,3,3,5,8,0,0,32,..,0,0,0,0,0,0,0,0,4,51,..,..,..,..,..,..,..,..,51,..,7,..,..,..,..,..,..,..,7,..,14,3,0,0,0,0,0,0,26,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,6,..,3,3,4,8,11,10,13,6,57,0,0,3,0,0,0,4,0,0,12,51,31,29,27,31,44,60,37,10,323,..,0,12,15,13,19,33,7,0,112,..,0,6,3,6,14,3,0,0,34,..,0,0,8,3,9,0,0,3,23,59,..,..,..,..,..,..,..,..,59,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,3,0,0,0,0,0,0,0,3
UCL121054,..,0,5,20,58,45,32,7,0,182,..,0,0,0,7,3,3,0,0,16,..,0,0,0,0,0,0,0,0,0,75,..,..,..,..,..,..,..,..,75,..,19,..,..,..,..,..,..,..,19,..,27,12,3,0,0,0,0,0,44,..,0,0,0,0,0,3,0,3,4,..,0,6,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,3,0,4,11,0,0,0,0,0,0,0,0,0,3,74,54,24,31,70,56,41,13,4,367,..,3,11,33,64,36,32,0,0,180,..,4,0,3,5,6,4,4,0,19,..,0,3,0,3,6,0,0,0,11,56,..,..,..,..,..,..,..,..,56,..,46,..,..,..,..,..,..,..,46,..,21,9,4,0,0,0,0,0,32,..,0,0,0,0,0,3,7,0,17,..,0,0,0,0,0,0,0,0,4
UCL121055,..,0,9,26,20,33,29,14,0,124,..,0,7,12,9,8,0,0,0,30,..,0,0,0,3,0,3,0,0,4,63,..,..,..,..,..,..,..,..,63,..,8,..,..,..,..,..,..,..,8,..,7,4,3,0,0,0,0,0,19,..,4,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,0,0,11,..,0,0,9,7,11,8,10,0,37,0,0,0,0,3,0,0,0,0,5,62,17,13,44,40,54,43,21,3,301,..,0,11,35,26,36,22,9,0,127,..,0,7,8,3,5,0,0,0,30,..,0,0,5,5,0,0,0,0,15,58,..,..,..,..,..,..,..,..,58,..,15,..,..,..,..,..,..,..,15,..,3,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,3,8,..,0,0,0,0,0,0,0,0,0
UCL121056,..,0,9,21,20,37,27,20,0,143,..,4,10,7,11,11,5,0,0,45,..,0,5,5,0,5,0,0,0,11,91,..,..,..,..,..,..,..,..,91,..,15,..,..,..,..,..,..,..,15,..,28,16,4,5,5,0,0,0,48,..,0,0,0,3,0,0,0,0,13,..,3,0,0,4,0,0,0,0,8,..,0,0,0,6,4,0,0,0,15,..,0,0,3,10,4,10,4,0,33,4,0,0,0,0,0,0,0,0,5,95,52,42,44,50,65,44,27,6,426,..,0,12,22,25,33,32,17,0,144,..,7,8,8,13,14,0,0,0,50,..,3,6,14,20,4,0,0,0,51,82,..,..,..,..,..,..,..,..,82,..,17,..,..,..,..,..,..,..,17,..,15,8,3,0,0,0,0,0,25,..,0,0,0,6,4,5,4,5,15,..,0,0,0,0,0,0,0,0,3
UCL121057,..,0,11,23,29,40,39,5,0,154,..,5,3,9,6,0,0,0,0,24,..,0,0,0,0,5,0,0,0,10,60,..,..,..,..,..,..,..,..,60,..,13,..,..,..,..,..,..,..,13,..,37,17,3,0,3,0,0,0,58,..,3,0,4,0,0,0,0,0,10,..,4,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,60,60,42,42,41,50,43,5,3,342,..,0,13,25,37,42,26,4,0,153,..,5,9,9,3,3,0,0,0,22,..,0,4,10,0,3,0,0,0,22,59,..,..,..,..,..,..,..,..,59,..,13,..,..,..,..,..,..,..,13,..,19,13,0,0,0,0,0,0,27,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,5
UCL121058,..,0,21,67,103,99,94,55,3,438,..,4,5,17,11,13,9,4,0,61,..,0,0,0,0,0,0,0,0,8,179,..,..,..,..,..,..,..,..,179,..,68,..,..,..,..,..,..,..,68,..,39,17,9,3,4,0,0,0,66,..,0,0,0,0,4,3,0,0,10,..,5,0,0,0,0,0,0,0,5,..,0,0,0,0,0,3,0,0,10,..,0,0,0,3,4,7,6,3,28,5,4,0,0,4,3,0,0,0,15,181,116,46,92,126,126,118,63,6,890,..,0,34,75,118,105,78,33,3,444,..,4,9,14,16,7,12,0,0,62,..,0,5,9,9,4,3,0,0,34,161,..,..,..,..,..,..,..,..,161,..,62,..,..,..,..,..,..,..,62,..,32,19,3,4,0,0,0,0,50,..,0,0,0,0,4,9,9,7,28,..,5,3,0,0,3,0,0,0,10
UCL121059,..,0,6,14,9,33,32,8,6,114,..,0,14,9,6,8,4,0,0,35,..,0,0,4,4,0,0,0,0,10,48,..,..,..,..,..,..,..,..,48,..,13,..,..,..,..,..,..,..,13,..,11,3,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,11,..,0,0,4,3,4,8,0,0,24,0,0,0,0,0,0,0,0,0,3,48,27,27,31,31,43,45,13,8,282,..,0,17,9,25,29,21,13,0,117,..,0,11,12,6,9,3,0,0,39,..,0,0,9,4,5,8,0,0,26,47,..,..,..,..,..,..,..,..,47,..,16,..,..,..,..,..,..,..,16,..,8,0,3,0,0,0,0,0,11,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,3
