UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL121049,273,238,506,146,63,207,23,78,98,9,7,17,4,0,3,182,144,328,49,69,112,1.1,2,1.5,67.2,62,64.8,66.4,60.8,63.8,0,5,5,3,8,10,15,27,45,19,12,31,77,44,120,5,11,14,4,11,7,82,59,144,255,249,507,29,22,49,196,179,378,81,63,141
UCL121050,274,345,622,43,29,74,20,48,70,4,10,13,4,0,12,74,94,170,169,224,388,7.7,3.3,5.4,28.2,26.2,27.1,26,25.3,25.6,3,8,15,4,6,11,29,25,50,13,35,44,69,36,105,0,0,3,5,7,17,72,52,123,229,273,500,28,52,72,175,209,389,80,105,184
UCL121051,396,392,792,111,52,164,48,90,136,10,9,22,10,3,18,187,158,342,176,211,387,7.5,3.2,5.6,47,39.6,43.3,43.4,38.3,40.9,7,9,16,0,11,11,21,43,64,13,38,49,87,47,132,0,4,8,8,8,16,97,62,160,371,350,725,62,73,135,271,243,514,143,162,307
UCL121052,364,365,731,109,59,168,61,81,143,16,10,27,7,3,13,191,160,352,146,179,322,3.7,3.8,3.7,51.8,43.7,47.7,49.9,42.1,46,20,17,33,10,17,22,52,64,117,30,32,61,100,48,143,4,12,16,4,12,20,110,65,173,319,325,647,64,54,115,205,202,405,164,169,330
UCL121053,316,307,620,114,49,159,32,63,95,9,10,21,8,6,13,155,136,285,121,129,251,3.3,4.5,3.8,48.7,43.8,46.3,47.1,41.8,44.5,0,6,6,0,4,4,12,28,44,15,32,48,79,28,109,0,7,6,0,4,3,83,42,128,275,271,542,44,51,95,202,189,388,106,106,212
UCL121054,307,334,642,157,90,244,44,105,154,24,26,47,3,5,8,231,223,457,71,103,170,2.2,2.2,2.2,75.4,67.3,71.1,73.8,65.8,69.6,9,13,28,6,10,11,26,55,75,28,39,66,124,47,169,4,8,9,5,12,17,130,63,197,358,369,725,20,17,37,256,283,537,99,89,187
UCL121055,267,270,535,115,57,172,35,88,124,3,13,20,14,4,18,164,166,328,94,85,179,6.9,3,4.9,59.5,62.7,61.1,55.4,60.8,58.1,6,9,14,3,9,11,44,50,96,9,36,53,92,42,132,0,5,4,8,5,17,101,54,150,260,257,521,50,53,101,174,182,356,133,118,243
UCL121056,341,372,713,126,74,199,44,103,151,14,16,28,12,11,25,202,204,402,127,150,283,7,5.9,6.5,58.7,54.4,56.5,54.5,51.2,52.8,0,0,4,4,10,14,14,52,70,15,50,62,121,71,191,5,7,12,7,11,14,136,88,219,366,384,747,59,54,114,249,244,489,149,171,315
UCL121057,291,271,564,167,79,239,34,77,115,11,13,24,13,4,17,222,175,394,65,92,155,5.4,2.9,4.3,75.9,64.7,70.5,71.8,62.8,67.5,3,5,7,0,0,0,17,30,46,22,27,54,125,61,182,5,7,13,6,3,11,132,77,208,313,283,596,35,31,69,262,225,482,75,82,158
UCL121058,738,771,1511,306,198,507,117,236,357,19,27,47,9,6,16,459,469,924,257,290,538,2.8,0.9,1.8,61.8,60.6,61.2,60.1,60.1,60.1,17,22,38,15,30,47,73,140,215,72,114,186,257,119,373,6,9,12,13,23,36,274,156,427,789,800,1594,102,105,205,521,524,1044,317,344,660
UCL121059,244,263,508,101,56,154,31,78,108,3,8,8,5,6,16,144,139,287,92,108,197,4.2,4.9,4.5,58.8,54.4,56.5,56.3,51.7,54,5,11,14,3,6,8,19,37,55,10,27,36,99,44,147,6,4,9,7,6,15,110,59,172,252,261,508,27,33,62,177,182,360,94,93,184
UCL121060,401,395,789,189,127,318,58,110,166,9,9,21,6,11,16,270,249,519,120,134,252,2.6,2.8,2.7,66.8,63.8,65.3,65.1,62,63.6,17,3,18,6,13,19,38,58,98,28,57,86,124,62,184,4,3,10,7,13,20,132,86,217,435,416,856,51,48,93,321,311,633,139,132,267
UCL121061,221,197,420,98,35,132,23,61,82,9,17,27,13,6,17,142,115,259,70,78,148,7.6,5.2,6.5,64.3,58.9,61.8,59.4,55.8,57.7,3,4,3,0,5,5,4,15,19,9,10,17,75,45,124,4,0,7,0,0,4,81,47,131,249,230,481,25,29,57,138,119,252,122,119,250
UCL121062,361,364,733,178,121,290,58,96,158,34,36,73,5,6,8,270,265,529,90,99,188,1.9,2.3,2.1,74.1,71.1,72.6,72.7,69.5,71.1,18,26,47,11,15,30,57,73,130,35,56,92,109,54,170,0,6,10,9,9,9,122,73,187,395,409,807,35,31,68,283,296,578,130,127,266
UCL121063,298,319,615,43,18,63,31,56,92,10,11,20,7,3,8,91,88,175,191,205,396,4.5,6.7,5.6,29.8,28.1,28.9,28.5,26.3,27.3,3,9,11,6,14,15,19,32,50,20,35,52,115,35,147,4,6,5,7,9,22,120,56,175,248,262,502,50,56,107,128,128,264,159,181,341
UCL121064,288,286,572,75,36,109,46,75,119,11,8,25,13,10,22,151,129,277,126,141,264,11.3,7.1,9.4,52.4,44.1,48.3,46.5,40.9,43.7,6,11,12,0,6,5,19,29,46,20,32,51,106,40,152,0,9,9,5,14,15,113,62,176,276,256,532,38,45,84,214,191,406,96,101,198
UCL121065,381,412,792,99,60,157,28,81,114,19,15,38,14,11,21,155,169,322,190,212,407,8.3,6,7.1,40.9,40.8,40.9,37.5,38.3,38,7,5,10,0,4,9,26,48,73,16,43,62,109,61,175,6,17,19,4,14,17,127,92,211,359,385,743,49,50,100,233,240,478,155,170,329
UCL121066,202,205,409,96,43,145,25,57,84,4,10,10,3,4,14,131,119,250,47,75,126,1.5,6.7,4,65,57.5,61.2,64,53.6,58.7,7,5,10,0,6,4,8,21,32,8,25,31,73,36,109,5,0,6,0,6,7,75,49,123,200,203,403,41,36,78,127,140,263,87,84,174
UCL121067,326,382,705,119,74,192,31,82,110,8,6,16,11,8,16,166,167,339,133,188,323,5.5,3.5,4.5,50.8,44.9,47.6,48,43.3,45.5,10,3,7,0,5,10,11,35,46,10,35,49,98,53,152,6,6,14,8,6,17,112,64,172,309,348,655,52,62,112,204,251,449,132,151,280
UCL121068,892,965,1856,263,153,417,116,262,382,22,35,63,21,21,42,425,471,896,420,452,874,4.5,4.6,4.6,47.5,49,48.3,45.4,46.7,46.1,31,38,74,15,39,56,80,111,190,63,112,181,299,136,433,9,23,35,23,33,60,333,190,524,857,930,1785,149,170,321,530,559,1090,431,496,932
UCL121069,298,284,582,182,89,270,45,100,146,14,14,27,3,9,10,241,210,450,61,71,128,2.5,2.4,2.4,80.1,73.9,77.1,78.1,72.2,75.3,13,12,25,6,7,13,46,58,102,39,46,85,90,44,135,3,4,9,5,9,14,97,60,156,312,286,595,86,79,160,187,160,352,193,187,377
UCL121070,214,230,443,87,71,158,29,62,90,16,14,37,5,3,6,142,148,291,71,71,141,3.6,1.3,2.4,64.8,64.5,64.7,62.5,63.6,63.1,21,25,44,4,11,13,40,61,98,22,28,54,60,24,85,0,0,5,3,9,10,68,34,97,219,242,466,25,25,49,171,194,366,70,60,127
UCL121071,210,216,419,98,45,142,17,50,63,14,10,20,6,7,9,138,107,240,60,101,159,3.7,5.7,4.6,64.6,49.5,57,62.2,46.7,54.4,5,3,0,0,4,4,5,11,10,0,15,15,67,41,107,3,10,13,0,8,10,73,56,130,221,209,432,28,23,57,178,166,342,68,61,130
UCL121072,322,308,625,144,65,207,38,65,106,16,17,36,4,8,14,197,164,359,83,110,189,2,4.9,3.3,62,52.8,57.5,60.7,50.2,55.6,0,0,4,0,3,3,18,28,39,14,27,41,110,53,163,0,0,3,3,3,13,115,62,178,290,279,572,54,65,125,186,163,348,144,146,290
UCL121073,313,286,600,90,45,130,19,54,76,12,12,23,4,6,9,125,120,242,155,144,297,4,6,5,40.3,40.6,40.5,38.7,38.2,38.5,0,0,8,0,0,0,3,13,16,5,25,33,85,41,132,0,9,7,0,0,6,90,54,144,295,265,558,24,32,55,222,194,411,86,98,181
UCL121074,247,255,507,72,51,121,32,52,85,30,17,46,7,3,13,137,124,265,98,118,225,5.7,1.6,3.8,56.2,49.2,52.7,53,48.4,50.7,13,32,45,5,8,15,49,55,103,43,31,76,55,28,85,4,5,12,5,9,9,67,38,104,237,240,475,28,33,62,139,150,292,123,109,231
UCL121075,252,346,602,65,32,93,27,34,57,12,13,26,5,0,5,102,83,181,113,174,284,2.9,0,1.6,41.2,23.1,30.7,40,23.1,30.2,3,6,16,4,10,13,30,24,54,28,26,54,64,11,79,0,7,0,10,16,22,72,30,104,242,320,561,10,18,27,177,190,363,54,71,127
UCL121076,399,431,833,163,87,252,44,121,158,27,26,53,10,19,22,241,246,489,115,157,276,3.7,6.5,5.1,61,56.7,58.7,58.7,53,55.7,0,3,9,0,10,10,17,50,65,13,45,59,156,69,227,0,14,14,9,21,21,164,101,262,401,427,822,55,76,136,191,210,403,239,261,501
UCL121077,275,298,569,109,93,204,34,78,112,14,5,20,0,3,6,163,176,341,78,94,171,1.3,1.1,1.2,59,59.9,59.5,58.3,59.3,58.8,9,19,28,10,13,21,36,59,96,19,44,52,62,33,93,3,3,10,7,3,16,74,44,121,255,316,575,49,45,92,172,213,386,115,137,247
UCL121078,271,264,536,129,80,212,38,83,122,8,16,23,5,5,17,186,185,376,80,71,152,3.8,3.7,3.8,68.3,71.2,69.7,65.7,68.6,67.1,3,5,10,4,3,6,14,42,53,24,21,48,100,55,152,3,9,11,0,3,3,101,62,169,310,300,612,26,32,55,238,219,461,84,87,172
UCL121079,223,211,437,82,47,135,41,76,117,5,6,14,5,6,7,140,135,275,87,75,159,3.6,3,3.3,61.2,63.7,62.4,59,61.8,60.4,7,12,17,3,0,8,23,33,58,26,24,55,65,35,95,0,10,5,0,10,4,67,52,111,227,227,449,30,22,53,178,176,357,73,64,136
UCL121080,378,408,782,161,113,280,62,138,198,14,8,25,13,6,15,256,270,519,116,134,253,4.3,2.3,3.3,67.7,65.2,66.4,64.8,63.7,64.2,16,13,31,3,14,19,47,74,118,32,63,93,137,64,199,12,8,17,3,17,21,152,87,237,354,383,738,118,111,225,205,219,427,227,243,474
UCL121081,224,230,449,97,55,154,47,82,125,7,8,12,6,7,14,154,158,311,55,66,124,2.6,5.2,3.9,68.4,67.8,68.1,66.7,64.3,65.5,13,7,18,3,10,9,30,46,68,15,28,47,72,39,112,0,6,5,11,3,13,82,47,131,249,246,497,29,30,61,165,166,334,100,106,203
UCL121082,461,498,955,131,85,220,76,131,204,22,16,42,9,4,14,242,239,479,162,199,361,4.2,2.1,3.1,52.1,48.3,50.1,49.9,47.3,48.5,22,35,55,9,21,30,52,91,143,33,56,94,134,64,198,3,12,15,10,16,23,146,85,234,424,437,858,55,66,121,252,281,529,200,211,413
UCL121083,399,384,786,119,58,182,66,85,149,37,22,53,8,11,24,227,180,409,165,200,362,4.8,6.1,5.4,57.5,46.5,52.1,54.7,43.6,49.3,31,34,66,14,16,25,76,87,164,30,59,91,90,41,137,7,7,11,8,9,21,106,59,169,360,360,722,90,73,165,243,263,504,189,157,342
UCL121084,337,323,658,176,98,278,49,88,141,27,23,42,3,3,7,250,218,469,75,94,172,2,1.4,1.7,74.9,67.5,71.3,73.4,66.6,70.1,6,12,20,3,0,10,32,40,76,24,49,69,114,41,158,3,9,9,3,8,16,127,53,180,357,329,684,66,61,128,231,226,461,159,146,308
UCL121085,384,424,804,168,96,267,51,122,176,9,9,24,5,9,12,241,244,483,133,171,305,2.5,2.9,2.7,62.4,57.2,59.7,60.8,55.6,58.1,29,28,64,11,16,29,70,105,174,54,68,120,100,46,145,7,6,7,17,19,42,121,71,195,421,434,858,68,64,137,234,241,470,236,246,484
UCL121086,349,369,715,107,50,158,38,75,115,9,17,27,15,11,25,168,151,318,163,197,354,9,4.5,6.9,47.6,41.8,44.6,43.3,39.9,41.6,8,3,15,4,3,5,15,29,47,16,36,58,102,58,158,3,10,15,7,11,18,114,79,194,316,341,655,43,48,93,221,250,471,120,121,244
UCL121087,256,276,528,88,46,133,32,82,112,13,9,16,10,4,15,144,138,281,95,128,223,6.9,2.9,5,57.1,49.6,53.2,53.2,48.2,50.6,0,4,3,3,6,7,12,25,35,10,22,33,78,54,133,0,9,9,7,6,12,87,65,152,251,288,539,42,42,84,167,173,343,109,140,247
UCL121088,223,253,477,128,63,184,25,70,96,11,11,21,3,8,8,159,152,310,48,76,124,1.3,4.6,2.9,71.8,60.2,65.6,70.9,57.5,63.7,0,4,4,0,6,6,9,13,29,15,31,43,77,59,138,5,9,10,0,12,15,89,77,165,226,254,487,25,25,50,165,180,346,76,89,165
UCL121089,359,355,712,135,64,202,58,111,171,23,24,46,11,6,17,231,202,433,127,140,266,6.1,2.9,4.6,63.5,58.5,61,59.6,56.8,58.2,12,17,27,0,7,11,38,59,95,37,48,87,126,59,188,6,4,5,11,20,35,141,83,223,385,369,757,41,56,102,284,260,546,131,144,275
UCL121090,328,364,701,142,81,222,60,103,157,18,15,35,11,10,19,228,209,442,99,149,248,5.2,4.3,4.8,69.5,56.7,62.8,65.9,54.2,59.7,9,14,18,0,13,13,16,32,44,30,34,68,133,56,182,3,5,11,0,12,15,139,73,213,345,372,713,42,49,89,274,293,570,102,115,215
UCL121091,299,298,597,128,52,176,32,99,130,13,9,29,7,10,16,181,166,351,100,115,212,4.9,4.1,4.6,60.7,56.9,58.8,57.7,54.5,56.1,10,19,32,9,12,15,43,44,88,17,35,57,89,48,136,4,3,6,4,6,10,97,53,148,290,293,586,39,35,71,182,203,386,127,116,242
UCL121092,444,446,891,217,122,342,63,113,172,28,41,68,9,7,22,315,283,597,99,135,236,3.2,3.6,3.4,70.8,62.6,66.7,68.5,60.4,64.5,10,14,16,0,6,6,22,50,76,23,57,79,164,82,247,0,5,5,8,9,16,170,100,270,470,435,906,82,83,158,325,314,634,192,174,366
UCL121093,434,430,864,185,95,278,63,99,164,15,30,44,13,14,27,270,245,517,143,172,320,5.1,6.6,5.8,63,56.4,59.7,59.7,52.7,56.2,4,14,19,0,7,7,7,36,42,21,53,74,147,114,258,0,12,14,5,13,21,161,135,289,482,470,954,70,84,151,288,266,558,223,238,469
UCL121094,300,321,627,70,47,116,29,50,79,6,13,17,26,18,40,135,125,253,127,160,286,18.2,12.3,15.4,43.9,37.5,40.6,35.9,32.9,34.3,0,0,5,0,3,3,11,31,46,11,16,22,60,38,97,3,20,18,0,8,8,64,58,129,271,298,575,41,44,81,207,230,435,81,97,185
UCL121095,261,269,530,139,75,215,29,82,115,6,14,19,3,7,5,178,175,359,72,86,158,1.1,2.8,2,68.7,65.1,66.9,68,63.2,65.5,11,19,24,9,11,15,39,65,108,28,45,72,80,23,102,4,8,10,7,8,15,89,41,125,284,282,568,36,53,86,173,170,348,127,139,265
UCL121096,338,350,691,94,59,152,47,82,126,10,12,21,13,3,16,164,158,317,158,184,337,6.9,2.6,4.7,47.1,44.3,45.7,43.8,43.2,43.5,22,16,39,8,15,20,49,59,104,28,40,67,110,41,151,0,7,8,8,20,28,125,68,190,308,311,620,58,77,138,146,151,299,214,212,420
UCL121097,264,288,552,91,54,146,55,84,141,8,6,14,12,5,15,161,159,324,97,116,212,6.7,3.2,5,61.5,54.9,58.1,57.4,53.1,55.2,10,21,29,5,17,21,45,58,109,20,44,60,76,31,116,3,5,10,4,6,12,89,50,138,266,290,556,47,39,89,198,213,415,102,115,216
UCL121098,363,366,727,142,104,248,58,112,174,17,14,31,3,7,12,226,243,461,131,121,249,2.7,3.3,3,61.9,66.2,64,60.2,64,62.1,25,16,47,13,23,32,58,83,136,43,53,97,98,40,138,0,5,9,6,18,23,107,62,171,360,359,723,53,60,118,276,280,559,127,133,261
UCL121099,262,268,530,67,46,112,23,65,93,13,8,19,15,0,16,115,122,238,128,134,262,11.9,2.5,7.1,44.9,45,44.9,39.5,43.9,41.7,5,7,14,0,4,4,13,38,52,17,24,38,78,32,113,6,3,13,3,8,8,86,46,134,246,259,509,38,41,78,165,183,349,114,110,224
UCL121100,418,454,874,160,97,264,70,143,216,7,12,24,8,11,23,255,269,519,155,177,332,3.2,4.9,4,60.4,58.6,59.4,58.5,55.7,57,10,29,35,12,19,33,68,96,171,30,66,98,122,55,178,3,0,4,7,12,22,132,67,200,438,462,904,75,85,165,268,281,548,218,243,463
UCL121101,483,426,912,172,73,243,52,124,173,26,25,53,24,7,34,274,231,500,174,179,352,8.1,4.8,6.6,56.4,53.2,54.9,51.9,50.6,51.3,0,5,8,3,7,7,18,48,64,28,33,69,184,86,270,5,13,18,6,11,20,199,112,308,488,451,938,43,29,70,374,348,718,130,124,255
UCL121102,407,420,827,97,63,155,69,91,164,13,11,32,12,3,15,195,170,363,192,229,421,4.7,2.3,3.6,47.1,40.8,43.9,44.9,39.9,42.3,19,8,33,5,13,17,52,83,138,25,41,77,141,62,201,4,8,11,0,11,18,145,86,230,410,407,814,46,61,109,262,248,508,182,187,372
UCL121103,367,438,803,128,84,209,46,102,147,15,17,30,20,8,23,204,208,414,141,199,336,9.3,3.4,6.3,55.6,47.5,51.2,50.4,45.9,48,0,10,9,0,9,8,6,35,47,17,35,49,128,75,211,3,9,12,3,8,9,144,91,234,390,433,826,47,48,96,277,310,589,138,151,287
UCL121104,286,318,609,116,54,164,22,83,109,15,6,21,9,8,17,156,152,315,109,147,259,4.4,5.2,4.8,55.7,48,51.7,53.3,45.5,49.2,4,0,5,0,11,7,12,25,44,25,35,63,84,53,139,7,8,6,3,0,8,91,61,153,282,311,590,34,48,83,192,212,407,115,123,241
UCL121105,301,266,573,46,35,81,35,46,79,7,6,15,7,5,15,103,91,194,174,159,335,8.8,7.6,8.2,33.8,34.1,33.9,30.8,31.5,31.1,0,8,12,0,10,10,20,13,29,11,28,37,94,47,135,0,3,10,6,10,9,98,55,155,271,247,520,30,42,78,180,152,341,113,121,230
UCL121106,440,441,888,133,74,205,48,105,155,13,11,24,9,5,13,197,199,394,222,230,450,3,2.6,2.8,44.5,43.9,44.2,43.1,42.8,43,21,3,30,7,10,20,41,63,109,54,68,127,109,54,167,3,10,15,11,14,24,127,80,209,351,376,733,100,89,186,185,193,378,256,253,516
UCL121107,373,378,750,149,84,234,27,74,96,16,19,31,4,10,12,199,182,376,157,176,330,2.5,4.4,3.4,53.2,47.9,50.5,51.9,45.8,48.8,5,6,13,5,9,12,10,30,49,19,35,56,122,66,179,3,12,14,6,16,18,127,86,219,393,395,794,45,49,100,260,266,531,156,153,309
UCL121108,299,361,662,122,77,201,39,80,117,6,17,27,10,9,19,176,191,366,105,145,251,4.6,6.3,5.5,57.9,52.4,54.9,55.3,49,51.9,8,8,20,3,3,9,17,49,69,21,37,66,81,65,138,0,11,15,9,11,20,90,88,171,306,352,655,58,60,116,176,216,390,166,167,331
UCL121109,202,204,409,71,40,108,43,62,102,13,11,26,0,0,4,124,117,244,71,82,149,0.8,2.6,1.6,62.1,56.8,59.4,61.6,55.3,58.4,13,11,30,6,6,14,42,43,80,24,28,51,40,32,71,0,0,10,0,0,0,44,31,77,215,215,424,19,27,49,153,155,308,72,79,151
UCL121110,358,430,792,118,74,194,49,111,158,11,9,23,3,8,14,183,202,383,168,206,372,2.8,3.4,3.1,50.4,46.9,48.5,49,45.3,47,6,4,14,8,12,18,18,33,54,14,46,63,99,80,176,6,12,19,6,13,23,114,103,219,353,389,745,91,97,186,225,249,475,178,206,387
UCL121111,319,300,619,110,56,167,20,51,72,8,5,10,9,13,17,142,130,273,123,130,250,6.3,7.1,6.6,45.1,42.2,43.7,42.3,39.2,40.8,7,3,6,0,4,4,16,19,34,14,19,37,63,31,97,4,10,14,0,0,6,69,46,111,294,278,571,35,34,72,214,199,412,97,98,197
UCL121112,295,294,590,152,80,225,34,88,123,9,12,22,0,6,6,195,184,373,80,101,178,0,1.7,0.8,66.4,61.2,63.8,66.4,60.2,63.3,0,4,6,0,12,18,8,50,56,21,22,46,119,58,176,0,6,13,11,4,15,130,74,197,324,320,650,30,37,69,236,236,475,101,95,191
UCL121113,229,204,430,79,31,115,18,51,70,13,9,25,8,5,10,118,97,221,95,88,180,6.7,4,5.5,52.2,49,50.7,48.7,47,47.9,0,10,10,0,4,7,9,13,17,10,16,26,69,35,102,0,6,7,0,3,7,73,43,115,216,201,421,28,21,57,155,150,305,89,68,157
UCL121114,341,357,697,142,69,212,41,95,143,9,11,19,3,3,11,197,186,387,107,145,246,2.5,2.7,2.6,58.5,51.5,54.9,57.1,50.1,53.5,12,9,23,12,14,21,46,62,108,23,50,75,102,62,167,5,7,8,0,11,14,111,76,191,341,329,665,52,68,110,225,223,444,143,150,294
UCL121115,290,303,587,65,35,96,34,70,108,13,8,16,6,3,14,116,116,231,157,168,327,5.2,4.3,4.7,39.9,39,39.5,37.8,37.3,37.6,17,25,33,7,14,22,24,49,75,15,39,54,79,37,115,0,0,3,10,6,13,87,49,135,264,273,536,31,44,74,175,172,349,117,135,251
UCL121116,381,367,746,207,117,321,51,117,170,29,13,35,3,8,17,289,255,541,84,103,188,1.7,3.5,2.6,75.7,69.5,72.7,74.4,67,70.8,14,19,30,3,19,22,25,55,78,31,52,81,152,51,205,4,17,17,11,10,22,166,71,240,456,425,878,31,35,65,336,315,649,130,117,250
UCL121117,274,272,541,106,57,166,41,77,121,13,11,25,0,3,9,168,148,317,83,107,190,2.4,2,2.2,61.6,55.9,58.7,60.1,54.8,57.5,4,5,4,0,4,8,7,30,35,10,24,40,85,48,137,10,5,7,6,4,11,97,58,154,256,251,509,47,46,89,181,173,349,104,112,220
UCL121118,204,205,411,96,54,148,24,55,80,11,21,31,3,3,7,141,131,268,58,70,129,3.6,1.6,2.6,68.3,62.9,65.6,65.9,62,63.9,14,7,21,0,4,3,23,35,52,10,26,40,72,34,102,0,0,0,0,12,12,76,39,118,218,216,436,30,29,62,182,171,354,58,59,119
UCL121119,354,370,727,141,73,215,39,96,142,9,16,26,9,12,20,203,195,396,134,161,298,3.5,6.2,4.8,56.5,52.7,54.5,54.5,49.5,51.9,6,6,16,5,8,11,19,46,65,19,36,58,129,64,194,6,11,14,7,3,9,137,81,221,379,387,762,40,40,73,274,293,566,118,114,230
UCL121120,196,206,408,37,32,67,10,9,25,4,3,8,6,4,15,58,48,110,96,101,195,12.3,7.7,10.1,28.6,25,26.8,25.1,23.1,24.1,5,3,6,0,8,5,3,12,15,10,10,21,17,11,27,0,0,5,4,0,3,15,20,35,171,174,347,29,23,58,137,137,271,41,42,84
UCL121121,215,205,425,94,48,143,28,61,85,8,12,21,8,3,11,139,123,255,61,81,141,5.1,2.5,3.9,63.9,57.5,60.8,60.6,56,58.4,9,4,10,3,3,12,14,40,53,0,24,25,81,36,119,0,0,0,4,8,12,84,44,135,205,192,398,37,34,77,131,133,264,98,85,181
UCL121122,235,249,481,101,83,185,26,47,73,13,11,25,12,8,11,148,146,301,65,81,148,6.7,3.4,5,63.9,59.6,61.7,59.7,57.6,58.6,0,6,4,3,4,9,8,36,45,15,28,33,89,52,139,0,5,4,8,4,12,93,63,159,271,273,552,23,23,48,200,190,386,77,93,174
UCL121123,286,263,550,104,57,161,32,60,94,18,16,31,5,3,7,149,138,286,90,88,179,2.6,2.2,2.4,53.3,51.9,52.6,51.9,50.8,51.4,3,0,0,5,3,8,10,28,35,16,28,40,90,42,125,6,0,7,5,5,8,92,47,144,255,241,492,37,40,78,177,164,334,101,103,206
UCL121124,243,212,461,37,24,69,36,45,87,5,13,12,4,3,9,89,88,176,134,116,253,4.5,4.6,4.6,36.1,40.7,38.2,34.4,38.8,36.5,4,6,7,0,3,8,19,24,43,13,24,34,71,27,109,0,4,5,7,8,19,84,46,124,220,193,407,31,28,59,152,122,270,95,93,182
UCL121125,404,402,807,91,45,133,38,89,133,10,7,18,16,7,20,154,152,307,216,219,430,9.1,5.3,7.2,38.4,37.6,38,34.9,35.6,35.3,7,9,17,0,7,8,22,37,61,14,36,48,144,68,211,3,6,13,17,11,22,162,83,248,375,383,763,43,36,80,258,251,508,135,153,293
UCL121126,222,238,460,99,55,156,34,69,107,3,5,11,0,3,7,143,129,272,76,99,174,1.4,1.5,1.5,64.3,54.9,59.4,63.4,54,58.6,0,0,0,3,4,7,22,28,51,14,22,36,67,48,123,8,5,7,0,6,7,80,60,131,248,263,512,32,31,65,162,172,338,103,107,209
UCL121127,283,269,555,127,71,198,48,69,118,10,19,29,3,16,21,191,174,369,72,79,157,3.1,7.9,5.4,67.7,65.3,66.5,65.6,60.1,62.9,4,0,3,0,11,14,13,26,44,13,23,37,99,51,147,4,3,8,5,11,10,102,66,175,284,303,593,32,33,60,216,230,450,80,88,169
UCL121128,387,388,781,214,104,312,47,128,173,17,22,40,9,6,9,283,256,538,90,123,211,2.5,1.9,2.2,72.1,65.6,68.8,70.3,64.3,67.3,8,14,20,7,13,17,16,46,59,19,55,77,170,69,236,0,5,8,7,14,25,177,90,269,420,427,851,31,41,72,320,333,657,111,105,221
UCL122001,112,93,200,53,14,72,9,34,40,7,10,13,5,3,4,71,61,135,33,32,61,4.1,3.3,3.7,67.3,64.5,66,64.5,62.4,63.5,0,0,0,0,0,0,3,10,14,3,11,16,47,19,65,0,3,3,0,0,0,47,23,72,123,101,220,11,13,23,91,67,161,38,38,81
UCL122002,121,108,224,28,23,55,8,21,29,4,5,7,3,8,7,41,50,98,53,35,85,8.9,9.8,9.4,38.1,48.1,42.9,34.7,43.4,38.8,4,0,3,0,0,0,9,10,22,8,4,11,28,15,40,3,0,5,0,0,3,30,19,46,101,82,182,4,16,16,73,58,129,29,36,62
